Date,HML_Devil
1976-07-30,0.02299460443
1976-08-31,0.0137588331256
1976-09-30,0.000902290686119
1976-10-29,0.00292683601613
1976-11-30,0.0136377852039
1976-12-31,0.0354611835991
1977-01-31,0.0514149228401
1977-02-28,0.00331470821632
1977-03-31,0.00785442591718
1977-04-29,0.0255633274035
1977-05-31,0.00845018503014
1977-06-30,-0.0181938452232
1977-07-29,0.0124965792651
1977-08-31,-0.0315096993979
1977-09-30,-0.00243278442135
1977-10-31,0.0137345695841
1977-11-30,0.0018283528093
1977-12-30,-0.00240420666157
1978-01-31,0.0292507393946
1978-02-28,0.0049023564051
1978-03-31,0.0235148467762
1978-04-28,-0.0397553261504
1978-05-31,-0.0150921426706
1978-06-30,-0.00512351494327
1978-07-31,-0.0300169662809
1978-08-31,-0.00433361471708
1978-09-29,0.0403322888141
1978-10-31,0.0436307556956
1978-11-30,-0.0180048697331
1978-12-29,-0.0300677635898
1979-01-31,0.0418963550206
1979-02-28,0.0211107954207
1979-03-30,-0.0157984017586
1979-04-30,-0.00236923504452
1979-05-31,0.015428297644
1979-06-29,0.00481395662391
1979-07-31,0.0138924252458
1979-08-31,-0.0197464913048
1979-09-28,-0.0114872311915
1979-10-31,-0.0106236698005
1979-11-30,-0.0371604124012
1979-12-31,-0.0374775626662
1980-01-31,-0.027070979494083193
1980-02-29,-0.031409107263688105
1980-03-31,0.06997042112612817
1980-04-30,0.018619929997911393
1980-05-30,0.00982279775225051
1980-06-30,-0.016472623891298353
1980-07-31,-0.05341294316696983
1980-08-29,-0.032097703287132406
1980-09-30,-0.04277283032719022
1980-10-31,-0.05069096131777623
1980-11-28,-0.10713658558335729
1980-12-31,0.056548333961409604
1981-01-30,0.0889477399466064
1981-02-27,0.01047201506586751
1981-03-31,0.012586348327886488
1981-04-30,0.022964698992127497
1981-05-29,-0.01210540428810148
1981-06-30,0.06863637553742691
1981-07-31,0.0016221815358045222
1981-08-31,0.036634578356321376
1981-09-30,0.037500528680378425
1981-10-30,-0.04833819109499034
1981-11-30,0.03053094665531752
1981-12-31,0.005392050805020332
1982-01-29,0.024095748752386372
1982-02-26,0.040514243120504556
1982-03-31,0.02713202080709084
1982-04-30,-0.019873672683026998
1982-05-28,0.020282166915761835
1982-06-30,0.0008207387769479085
1982-07-30,-0.010737650176502625
1982-08-31,0.022918093950449105
1982-09-30,-0.001793046339770612
1982-10-29,-0.026750351261308616
1982-11-30,-0.04351795508176526
1982-12-31,0.009791832947821422
1983-01-31,0.013123596689168977
1983-02-28,-0.00869275562054317
1983-03-31,0.015237072425483278
1983-04-29,0.0036136704988622512
1983-05-31,0.003082194749420958
1983-06-30,-0.03941157746109197
1983-07-29,0.0587563105859978
1983-08-31,0.05267320390202241
1983-09-30,0.014136450044931883
1983-10-31,0.05053264287476013
1983-11-30,-0.0016252624100004847
1983-12-30,0.019652895741167128
1984-01-31,0.09273928254734523
1984-02-29,0.03145247680868156
1984-03-30,0.00501435821346792
1984-04-30,-0.0018670371891268732
1984-05-31,0.004169943416755745
1984-06-29,-0.028365247615691026
1984-07-31,0.006649180043492272
1984-08-31,-0.0002695330371039976
1984-09-28,0.047160768501178
1984-10-31,0.0041942492765367325
1984-11-30,0.0364954014106615
1984-12-31,-0.005364368891011488
1985-01-31,-0.025653321563646213
1985-02-28,-0.00583313270124579
1985-03-29,0.031596566624591725
1985-04-30,0.022263725600325093
1985-05-31,-0.013708247335680138
1985-06-28,-0.0099090482040337
1985-07-31,-0.00588044359572768
1985-08-30,0.01774381773901309
1985-09-30,0.007382820566720842
1985-10-31,-0.0038534456698069834
1985-11-29,-0.023367798675615586
1985-12-31,-0.011278324941359393
1986-01-31,-0.006387410974489319
1986-02-28,-0.02215284401669511
1986-03-31,-0.006542035735372897
1986-04-30,-0.029710314035353673
1986-05-30,-0.003206623972635639
1986-06-30,-0.011754138215990799
1986-07-31,0.03362281296096607
1986-08-29,0.058376356887128396
1986-09-30,0.051580609872670144
1986-10-31,-0.014412805508580982
1986-11-28,0.0033342552811558438
1986-12-31,-0.0002574410121540826
1987-01-30,-0.022308798685323233
1987-02-27,-0.05071393639344232
1987-03-31,0.017778098460455014
1987-04-30,0.005743356403164416
1987-05-29,0.014837182098760476
1987-06-30,0.01125322303766231
1987-07-31,-0.005588869816377783
1987-08-31,-0.005481284187775156
1987-09-30,-0.001449372006020235
1987-10-30,0.08482116041895216
1987-11-30,0.020712827497071352
1987-12-31,-0.04275674454677709
1988-01-29,0.08421837189976288
1988-02-29,-0.01089603221524732
1988-03-31,-0.0002513916408398882
1988-04-29,0.004968181605744422
1988-05-31,0.022602823651720352
1988-06-30,-0.003228829394019192
1988-07-29,0.020817300740965133
1988-08-31,0.016331177858283592
1988-09-30,-0.008120436768209815
1988-10-31,0.015735623545559477
1988-11-30,0.009445611662773426
1988-12-30,-0.013083656884558275
1989-01-31,0.007375357162509518
1989-02-28,0.007716999942897441
1989-03-31,-0.0067322286807214885
1989-04-28,-0.021756728925783182
1989-05-31,-0.018209906106184035
1989-06-30,0.03139966010010538
1989-07-31,-0.03320351075938055
1989-08-31,0.005142041683450496
1989-09-29,-0.02100190807367782
1989-10-31,-0.016617501180370323
1989-11-30,-0.017825661809799425
1989-12-29,-0.0047943596054953914
1990-01-31,0.01648925496270716
1990-02-28,-0.008891584387031661
1990-03-30,-0.03244194311573589
1990-04-30,-0.03585440842867309
1990-05-31,-0.043486835580323194
1990-06-29,-0.01942123342690249
1990-07-31,-0.0031304348136977113
1990-08-31,0.011076417409736493
1990-09-28,-0.016414834664127693
1990-10-31,-0.034110748236921125
1990-11-30,-0.002158865108017415
1990-12-31,-0.015567932801918045
1991-01-31,0.011330964540258278
1991-02-28,0.029900135589841215
1991-03-28,-0.009966161784121802
1991-04-30,0.008546302913951889
1991-05-31,-0.0063737378305918305
1991-06-28,0.014223643828686839
1991-07-31,-0.02359373768421636
1991-08-30,-0.017339730418881615
1991-09-30,-0.004103057816141323
1991-10-31,-0.006721129751715852
1991-11-29,-0.012286639669829907
1991-12-31,-0.07183597651137791
1992-01-31,0.04483217165750621
1992-02-28,0.03284336848406586
1992-03-31,0.029767867374321133
1992-04-30,0.05389663341965682
1992-05-29,0.016685763213485756
1992-06-30,0.030110760015820047
1992-07-31,-0.006585798704465638
1992-08-31,-0.009075567467453433
1992-09-30,-0.012060339053849577
1992-10-30,-0.034869417920458244
1992-11-30,-0.024701550740591143
1992-12-31,0.007278612953457526
1993-01-29,0.040367242172977824
1993-02-26,0.07291287947084636
1993-03-31,0.0037858342565882043
1993-04-30,0.03455535408765565
1993-05-28,-0.023315838071959773
1993-06-30,0.015154353508583782
1993-07-30,0.027797372252085895
1993-08-31,-0.006907294991377695
1993-09-30,-0.007605037980280656
1993-10-29,-0.0001524368112964785
1993-11-30,0.014731692018304422
1993-12-31,0.004946507423287317
1994-01-31,0.02238695342205213
1994-02-28,-0.013919023668752018
1994-03-31,0.018759137562032492
1994-04-29,0.016172577692787807
1994-05-31,0.009177806409936418
1994-06-30,0.01954735812394296
1994-07-29,0.018552372040453624
1994-08-31,-0.02518617269991784
1994-09-30,-0.02114042163958892
1994-10-31,-0.02135974236266337
1994-11-30,-0.00032731875093932857
1994-12-30,0.001772545504298999
1995-01-31,0.02088922155323706
1995-02-28,0.00868173065956538
1995-03-31,-0.019540743582781975
1995-04-28,0.013974739888648165
1995-05-31,0.013001436578662071
1995-06-30,-0.036148285424914044
1995-07-31,-0.027299268030728116
1995-08-31,0.014620898023833793
1995-09-29,-0.011190568244744395
1995-10-31,-0.007003892008716584
1995-11-30,-0.003613068355395004
1995-12-29,0.005204976802010013
1996-01-31,0.005958833420229035
1996-02-29,-0.024523482690613652
1996-03-29,0.018261643146480936
1996-04-30,-0.030619290936940727
1996-05-31,-0.024047943358686687
1996-06-28,0.026763483566407384
1996-07-31,0.040362941728203844
1996-08-30,-0.012026013461718112
1996-09-30,-0.04274252286616221
1996-10-31,0.031228357497970483
1996-11-29,0.009177428971093568
1996-12-31,0.01255741172512684
1997-01-31,-0.02535085582747658
1997-02-28,0.04148108497489069
1997-03-31,0.03284875229450492
1997-04-30,-0.021285297012775022
1997-05-30,-0.02732073791132581
1997-06-30,-0.007660909865930963
1997-07-31,-0.008005798300330722
1997-08-29,0.00945566173253669
1997-09-30,-0.01012961955631295
1997-10-31,0.0170760981806916
1997-11-28,-0.0014687067811201267
1997-12-31,0.01882069902167475
1998-01-30,-0.005953107056832719
1998-02-27,-0.009072952364304363
1998-03-31,0.004927951319938941
1998-04-30,0.0023366956350089913
1998-05-29,0.026692788119745077
1998-06-30,-0.0474887479278212
1998-07-31,-0.022290114385890004
1998-08-31,0.043801746595637125
1998-09-30,-0.012912328855172319
1998-10-30,-0.009149015276242102
1998-11-30,-0.0343968638266378
1998-12-31,-0.07075795312422152
1999-01-29,-0.03646884219925854
1999-02-26,0.006644593303919471
1999-03-31,0.0009034110148676648
1999-04-30,0.08347642959465551
1999-05-28,0.03485369545146902
1999-06-30,-0.04766246664688776
1999-07-30,-0.005669477097403196
1999-08-31,-0.01603164272704373
1999-09-30,-0.05295706537382561
1999-10-29,-0.046450924639240616
1999-11-30,-0.09238757238602839
1999-12-31,-0.09280295223828296
2000-01-31,-0.008939233705969857
2000-02-29,-0.1799091182627757
2000-03-31,0.0559076931221143
2000-04-28,0.10740270718532266
2000-05-31,0.05664288158655647
2000-06-30,-0.14047868235605435
2000-07-31,0.06626681217148042
2000-08-31,-0.031666033612337614
2000-09-29,0.04407669478433135
2000-10-31,0.030766332339755197
2000-11-30,0.06524667784516885
2000-12-29,0.02119082376653228
2001-01-31,0.1296250705264193
2001-02-28,0.10809280460200023
2001-03-30,0.04003624157368711
2001-04-30,-0.054321698267047004
2001-05-31,0.029643102463971713
2001-06-29,-0.012982047919731909
2001-07-31,0.016623636962897204
2001-08-31,0.008076748169430267
2001-09-28,-0.03494083602917339
2001-10-31,-0.005921626281006823
2001-11-30,0.03755606749169592
2001-12-31,0.018586981303613328
2002-01-31,0.0001375898998904508
2002-02-28,0.004886661102445141
2002-03-28,0.025067649201123997
2002-04-30,0.019416702291612752
2002-05-31,0.001636409787196388
2002-06-28,-0.021506308758355297
2002-07-31,-0.04138474358947233
2002-08-30,0.005723368804393036
2002-09-30,-0.04712866102490641
2002-10-31,0.01793068980717322
2002-11-29,0.11371341356311652
2002-12-31,-0.005429216089558312
2003-01-31,0.005035917529564289
2003-02-28,-0.030645140600491533
2003-03-31,-0.01926396545764492
2003-04-30,0.06348830703580005
2003-05-30,0.07063173477711397
2003-06-30,0.01581511653395431
2003-07-31,-0.019523659587195027
2003-08-29,0.015670877198110538
2003-09-30,0.010565545162957579
2003-10-31,0.006617661956436911
2003-11-28,0.010324942259206422
2003-12-31,0.05389877318457105
2004-01-30,0.002275570464616408
2004-02-27,0.009023574559514214
2004-03-31,0.006424278250493365
2004-04-30,0.010737539071822027
2004-05-28,-0.011502324392285462
2004-06-30,0.02306534155884122
2004-07-30,0.03498490276542436
2004-08-31,0.00839011253220869
2004-09-30,-0.0077779463082044975
2004-10-29,0.0006781064118971958
2004-11-30,0.020065231156962904
2004-12-31,0.010628876561026207
2005-01-31,0.00186653387953094
2005-02-28,0.006947077173466855
2005-03-31,0.02094487504492805
2005-04-29,-0.009501266763841505
2005-05-31,-0.006347922363193048
2005-06-30,0.01415891885411974
2005-07-29,-0.0033336840676563453
2005-08-31,0.0019168043493768524
2005-09-30,-0.0053597079034198815
2005-10-31,-0.0025142024218841406
2005-11-30,-0.005026579859301281
2005-12-30,0.004570692039320256
2006-01-31,-0.009916123219273433
2006-02-28,0.010153389972637436
2006-03-31,-0.008193013891486101
2006-04-28,0.01298114035838538
2006-05-31,0.025634186554645992
2006-06-30,0.0024628552117886863
2006-07-31,0.023328144762087884
2006-08-31,-0.004976231314489322
2006-09-29,0.005204791288286071
2006-10-31,0.002804156034223003
2006-11-30,0.00047886371417487673
2006-12-29,0.024914797446692307
2007-01-31,-0.0033493176774849766
2007-02-28,0.00499451852632402
2007-03-30,-0.005866200448676147
2007-04-30,-0.006905710757553465
2007-05-31,0.0004876293675566703
2007-06-29,-0.011815542147362537
2007-07-31,-0.04456089607708353
2007-08-31,-0.01750901404931236
2007-09-28,-0.02815962740677354
2007-10-31,-0.051670667428236235
2007-11-30,-0.017559024444374172
2007-12-31,-0.022405369131527936
2008-01-31,0.07960264008971601
2008-02-29,-0.043009290107066826
2008-03-31,-0.009721937709211344
2008-04-30,-0.008489709881915091
2008-05-30,-0.052551378175662404
2008-06-30,-0.09075323110076455
2008-07-31,0.04544776802252824
2008-08-29,0.03719486239538031
2008-09-30,0.018061910053032083
2008-10-31,-0.06013071238081176
2008-11-28,-0.07635187892745413
2008-12-31,0.053665090664103784
2009-01-30,-0.0536766455573612
2009-02-27,-0.09144596360176632
2009-03-31,0.07649349877891984
2009-04-30,0.26864423759775635
2009-05-29,0.061035923535846665
2009-06-30,-0.020867324757720983
2009-07-31,0.06009183924855886
2009-08-31,0.07927192960652171
2009-09-30,0.018334165307187743
2009-10-30,-0.016535473506819363
2009-11-30,-0.00655065985404446
2009-12-31,0.0007414400108779494
2010-01-29,0.03277127013114851
2010-02-26,0.008243179450310638
2010-03-31,0.020609765770919643
2010-04-30,0.027285700294869177
2010-05-28,-0.017134331466827964
2010-06-30,-0.025730498590813475
2010-07-30,0.01940324012253842
2010-08-31,-0.01502473241192332
2010-09-30,-0.013902986876056426
2010-10-29,-0.01861508225977714
2010-11-30,-0.01136343072134717
2010-12-31,0.03787118636933814
2011-01-31,0.010828214354385392
2011-02-28,0.0018756126014385375
2011-03-31,-0.015884643079373754
2011-04-29,-0.01665497554605329
2011-05-31,-0.010268983065514213
2011-06-30,-0.010095715419279434
2011-07-29,-0.01777994908379573
2011-08-31,-0.02150155434606473
2011-09-30,-0.01994808734647362
2011-10-31,0.022069634306015256
2011-11-30,-0.01242444634117662
2011-12-30,0.014757591739013106
2012-01-31,0.009497861913994711
2012-02-29,0.006713148837275842
2012-03-30,-0.0033314543257870377
2012-04-30,-0.01576939352372736
2012-05-31,-0.013349189719479605
2012-06-29,0.004298669633761671
2012-07-31,-0.00655830545866269
2012-08-31,0.012183559203664205
2012-09-28,0.012490385063591047
2012-10-31,0.03234329622086918
2012-11-30,-0.009393809056662093
2012-12-31,0.028455723115165005
2013-01-31,0.011518989460982646
2013-02-28,-0.000963302443378414
2013-03-28,-0.0025809613414557167
2013-04-30,-0.0016108152029206558
2013-05-31,0.012871753617308806
2013-06-28,0.0005841735026937966
2013-07-31,0.006660624295749293
2013-08-30,-0.008997006432711611
2013-09-30,-0.01398958581606511
2013-10-31,0.007244410528130532
2013-11-29,-0.0051847032427056955
2013-12-31,-0.005092753300083641
2014-01-31,-0.009014270054341139
2014-02-28,-0.009496538155720966
2014-03-31,0.03441581628966687
2014-04-30,0.024334649355976436
2014-05-30,-0.004387288919612291
2014-06-30,-0.002620485630318946
2014-07-31,0.0020155739677823704
2014-08-29,-0.009906330987569231
2014-09-30,-0.02502876111720276
2014-10-31,-0.024238964597559913
2014-11-28,-0.030298954774572767
2014-12-31,-0.0002639574365269758
2015-01-30,-0.03911860497438186
2015-02-27,-0.002022344488683673
2015-03-31,-0.022623513084740452
2015-04-30,0.04400850407055134
2015-05-29,-0.03431516453570985
2015-06-30,-0.024270042067627503
2015-07-31,-0.057249281240895546
2015-08-31,0.01972370590771169
2015-09-30,-0.025359012566826437
2015-10-30,0.005097635414578698
2015-11-30,-0.026540005102561846
2015-12-31,-0.03508848091234112
2016-01-29,-0.006309518698315293
2016-02-29,0.022102141541151265
2016-03-31,0.07128511462237083
2016-04-29,0.08545049532073047
2016-05-31,-0.036970134666144704
2016-06-30,-0.006428498424252452
2016-07-29,-0.018600689407770966
2016-08-31,0.013760984518644253
2016-09-30,-0.0033429254317296365
2016-10-31,0.026463067929477845
2016-11-30,0.05222865013625821
2016-12-30,0.027866612726019268
2017-01-31,-0.005461430478416662
2017-02-28,-0.017434035965068057
2017-03-31,-0.0260434356698602
2017-04-28,-0.02590060942182877
2017-05-31,-0.047838857078872705
2017-06-30,0.017143542899337744
2017-07-31,-0.0021666808943422928
2017-08-31,-0.027064396732883446
2017-09-29,0.022336369666795402
2017-10-31,-0.024793610827166808
2017-11-30,-0.0011737448548569415
2017-12-29,0.016746739711281617
2018-01-31,-0.02658758766991501
2018-02-28,-0.03188894723009109
2018-03-29,0.008635885401667574
2018-04-30,0.0215112032021673
2018-05-31,-0.0327247111384937
2018-06-29,0.00212096817225737
2018-07-31,0.0024785559741620066
2018-08-31,-0.04808603009467369
2018-09-28,-0.0012854185333455873
2018-10-31,0.0335092094419254
2018-11-30,-0.0141308954688576
2018-12-31,-0.025311976809590103
2019-01-31,0.030282778694244752
2019-02-28,-0.028318011563461032
2019-03-29,-0.025434300819482066
2019-04-30,0.006512450927163038
2019-05-31,-0.0388955207005979
2019-06-28,-0.0025548723858537102
2019-07-31,-0.010101407691359091
2019-08-30,-0.05208344561860747
2019-09-30,0.0595954978970596
2019-10-31,-0.024486862313051246
2019-11-29,-0.018068277596364403
2019-12-31,0.033891791577778475
2020-01-31,-0.08401483183783452
2020-02-28,-0.030562769810046644
2020-03-31,-0.14496781159079267
2020-04-30,0.10455399756281292
2020-05-29,-0.03635553658344141
2020-06-30,-0.003143321848840253
2020-07-31,-0.049036231751905274
2020-08-31,-0.002815518235427753
2020-09-30,-0.03138279486030184
2020-10-30,0.03100021606216926
2020-11-30,0.1249910615498656
2020-12-31,-0.004973640436773316
2021-01-29,0.005432036969658605
2021-02-26,0.10146104091150913
2021-03-31,0.06505333821149041
2021-04-30,0.0014271184606267336
2021-05-28,0.06643907489042092
2021-06-30,-0.04968826391720785
2021-07-30,-0.010882688379186142
2021-08-31,-0.010946808757780525
2021-09-30,0.05446055136289578
2021-10-29,-0.015765157140369027
2021-11-30,-0.020629439965099812
2021-12-31,0.03770177006433491
2022-01-31,0.12390545291859684
2022-02-28,0.026383549615744947
2022-03-31,-0.0013565954645829376
2022-04-29,0.0431044753761473
2022-05-31,0.06651107806376957
2022-06-30,-0.018775207683907117
2022-07-29,-0.03519815115480497
2022-08-31,-0.0004432439698423934
2022-09-30,-0.027720674277454165
2022-10-31,0.049966606533783854
2022-11-30,0.023335978649424674
2022-12-30,-0.004286687788951168
2023-01-31,0.048337470224573
2023-02-28,-0.02068134643201098
2023-03-31,-0.08347605281633869
2023-04-28,-0.0022138478241208203
2023-05-31,-0.06135453505433979
2023-06-30,0.008876579543298983
