Date,HXZ_IA,HXZ_ROE
2016-04-29,0.012916,-0.072338
2016-05-31,-0.022595999999999998,0.009368
2016-06-30,0.004911,0.0027300000000000002
2016-07-29,-0.021903000000000002,-0.005211
2016-08-31,-0.002318,-0.023925000000000002
2016-09-30,0.002096,-0.03078
2016-10-31,0.00869,0.030152
2016-11-30,0.02978,-0.00971
2016-12-30,-0.002455,0.015371
2017-01-31,-0.020241,-0.013102
2017-02-28,-0.022401,0.020078
2017-03-31,-0.012934000000000001,0.019001
2017-04-28,-0.015686,0.010154000000000002
2017-05-31,-0.01559,0.013157
2017-06-30,-0.005345,-0.013137000000000001
2017-07-31,-0.004271,0.015283
2017-08-31,-0.028822,0.003922
2017-09-29,0.031438,0.004345
2017-10-31,-0.033035999999999996,0.013833
2017-11-30,-0.004941999999999999,0.018838
2017-12-29,0.017421,0.003374
2018-01-31,-0.012929999999999999,-0.012809
2018-02-28,-0.016974,-0.0077080000000000004
2018-03-29,-0.001118,0.0015240000000000002
2018-04-30,0.015885,-0.000349
2018-05-31,-0.009604,-0.017579
2018-06-29,-0.003933,0.014069
2018-07-31,0.004683,0.019789
2018-08-31,-0.024114,0.003614
2018-09-28,0.01452,0.0071730000000000006
2018-10-31,0.041692,0.012685
2018-11-30,-0.009846,0.006952000000000001
2018-12-31,-0.008461999999999999,0.012795
2019-01-31,-0.010005,-0.039559000000000004
2019-02-28,-0.025924,0.005313
2019-03-29,-0.004941999999999999,0.001059
2019-04-30,-0.02418,0.018306
2019-05-31,0.015264,0.006444
2019-06-28,-0.00266,-0.001359
2019-07-31,0.0017430000000000002,0.004843
2019-08-30,-0.010234,0.018878
2019-09-30,0.029672,0.017225
2019-10-31,-0.006402,0.008428999999999999
2019-11-29,-0.010324,-0.013056000000000002
2019-12-31,0.017689999999999997,-0.01252
2020-01-31,-0.024186,-0.00434
2020-02-28,-0.021766999999999998,-0.005082
2020-03-31,0.021173,0.058288
2020-04-30,-0.0017829999999999999,-0.021253
2020-05-29,-0.036764,-0.005798
2020-06-30,0.0026829999999999996,0.011718
2020-07-31,-0.013373999999999999,0.03338
2020-08-31,-0.030064999999999998,-0.007135
2020-09-30,-0.025151,0.011429
2020-10-30,-0.0029909999999999997,-0.026977
2020-11-30,0.03105,-0.14355
2020-12-31,-0.027493,-0.040209999999999996
2021-01-29,0.064689,-0.019859
2021-02-26,-0.006264,-0.061783000000000005
2021-03-31,0.047173,0.044184
2021-04-30,-0.033369,0.022146
2021-05-28,0.045591,0.023724
2021-06-30,-0.025953,-0.013245
2021-07-30,-0.015061999999999999,0.074792
2021-08-31,-0.021892000000000002,0.012549999999999999
2021-09-30,0.033074,-0.017797
2021-10-29,-0.022654,0.032909
2021-11-30,-0.004569,0.083789
2021-12-31,0.052366,0.03823
2022-01-31,0.104429,0.0077480000000000005
2022-02-28,0.039305,-0.022584
2022-03-31,0.033117,-0.000987
2022-04-29,0.060424,0.046941
2022-05-31,0.057416999999999996,0.010854999999999998
2022-06-30,-0.056444,0.010412999999999999
2022-07-29,-0.055564999999999996,-0.02045
2022-08-31,0.028828999999999997,-0.028215
2022-09-30,-0.002636,0.010989
2022-10-31,0.074759,0.054532
2022-11-30,0.021129,0.024681
2022-12-30,0.039261,-0.004648
2023-01-31,-0.054105999999999994,-0.042423
2023-02-28,-0.013265,0.029398
2023-03-31,-0.032627,0.011172999999999999
2023-04-28,0.031023000000000002,-0.010657000000000002
2023-05-31,-0.069683,-0.012287
2023-06-30,-0.015359000000000001,0.045498000000000004
2023-07-31,-0.001962,-0.005115
2023-08-31,-0.01234,0.050483
2023-09-29,-0.004879,0.033773
2023-10-31,-0.004588,0.056473
2023-11-30,-0.023272,-0.036413
2023-12-29,0.002133,-0.041255
2024-01-31,0.004218,0.019675
2024-02-29,-0.019735,0.00089
2024-03-28,0.004476,0.011306
2024-04-30,-0.009161,0.017953
2024-05-31,-0.010645,0.04506
2024-06-28,-0.005782000000000001,0.023517
2024-07-31,0.012441,-0.001571
2024-08-30,0.004687,0.018369
2024-09-30,-1e-05,0.0074080000000000005
2024-10-31,-0.011675999999999999,-0.002314
2024-11-29,-0.04949099999999999,-0.01537
2024-12-31,-0.003684,-0.021442000000000003
