Date,BAB
1983-05-31,0.03126876276905499
1983-06-30,0.028841761376419306
1983-07-29,0.03798909943181321
1983-08-31,-0.00878687418028717
1983-09-30,0.034663741315529566
1983-10-31,0.03480746903395109
1983-11-30,-0.0012666024507246181
1983-12-30,0.013573056714771053
1984-01-31,0.03295790384859625
1984-02-29,-0.019218495718035897
1984-03-30,-0.0022384263363073105
1984-04-30,-0.001926478342368778
1984-05-31,0.017706889916506166
1984-06-29,0.007515125766790872
1984-07-31,0.02908446089355004
1984-08-31,0.00025790090711640557
1984-09-28,0.044476207999515474
1984-10-31,0.026856617492893198
1984-11-30,0.012597041244634958
1984-12-31,0.002579937597940454
1985-01-31,0.02081570430330798
1985-02-28,0.04794638626621783
1985-03-29,0.03316019745193958
1985-04-30,0.033191733695474866
1985-05-31,0.015493877858024828
1985-06-28,0.029469958071185874
1985-07-31,-0.004758572085982604
1985-08-30,0.00796916406108658
1985-09-30,0.004796340260451842
1985-10-31,0.022234177858028472
1985-11-29,0.023934708291784852
1985-12-31,0.03161468091789418
1986-01-31,0.01812294728056124
1986-02-28,0.043998137974540885
1986-03-31,0.04528102923227438
1986-04-30,0.018679689652776218
1986-05-30,0.03324440855356793
1986-06-30,0.051179069763009094
1986-07-31,0.014194401452768004
1986-08-29,-0.015853030546986488
1986-09-30,-0.02436183729729399
1986-10-31,-0.014610655641281795
1986-11-28,-0.009658643393146323
1986-12-31,-0.022155638995196007
1987-01-30,0.036335605269384424
1987-02-27,0.005309570735474133
1987-03-31,0.049365916001290255
1987-04-30,0.00421010716870958
1987-05-29,-0.0035067435622055734
1987-06-30,0.02252916181560396
1987-07-31,0.04250783368115365
1987-08-31,-0.0054133040551184375
1987-09-30,0.0005719449605751633
1987-10-30,-0.12690484274609387
1987-11-30,0.043576177626610035
1987-12-31,-0.09258688711504456
1988-01-29,0.03728570882189624
1988-02-29,-0.011782786423807713
1988-03-31,0.05520787235363298
1988-04-29,0.018548242440094932
1988-05-31,0.009896041811884063
1988-06-30,-0.005386846074771187
1988-07-29,0.015841784842637985
1988-08-31,0.01460871785119906
1988-09-30,-0.02134809872148557
1988-10-31,0.0021000063693919196
1988-11-30,-0.01929935851189129
1988-12-30,-0.025303156158822934
1989-01-31,0.008555112232234128
1989-02-28,0.010442967246800817
1989-03-31,0.020628464896185104
1989-04-28,0.008965257808941
1989-05-31,-0.004384128561086071
1989-06-30,0.02008837206018633
1989-07-31,0.008610077996526503
1989-08-31,0.009173169302977267
1989-09-29,0.0007990054544080821
1989-10-31,0.004908050683007417
1989-11-30,0.013103708342150034
1989-12-29,-0.00903962400470975
1990-01-31,-0.002150646344633673
1990-02-28,-0.013522372007320102
1990-03-30,-0.002077424824465827
1990-04-30,-0.024583273116020966
1990-05-31,-0.020096636278897403
1990-06-29,0.013268179816677904
1990-07-31,0.0046578270028978
1990-08-31,-0.020743244105811503
1990-09-28,0.0005015401115910051
1990-10-31,-0.04053976965321797
1990-11-30,-0.05116932435160659
1990-12-31,-0.01241923769580233
1991-01-31,-0.06132692105319223
1991-02-28,0.015564713313907286
1991-03-28,0.014192521132241422
1991-04-30,0.04850525770139503
1991-05-31,0.012441150169740492
1991-06-28,0.025821367954136858
1991-07-31,0.003257719502170057
1991-08-30,0.01348510850197559
1991-09-30,0.028755737371425664
1991-10-31,0.02175583116612645
1991-11-29,0.026037180328573332
1991-12-31,-0.032856928308636076
1992-01-31,0.05375232846580031
1992-02-28,0.03837645482071458
1992-03-31,0.0241217516880303
1992-04-30,-0.00312167613998204
1992-05-29,0.011482140123427862
1992-06-30,0.016240394356912696
1992-07-31,0.012909280629185449
1992-08-31,0.01038618125164037
1992-09-30,0.01734906000196033
1992-10-30,-0.004367483678685809
1992-11-30,-0.005681822847706062
1992-12-31,0.034401384422775294
1993-01-29,0.07911146551092377
1993-02-26,0.05839637136307285
1993-03-31,0.04619806155505313
1993-04-30,0.048994554416604164
1993-05-28,0.009372549666480151
1993-06-30,0.03565555359265201
1993-07-30,0.03584905233767134
1993-08-31,0.02238599521990249
1993-09-30,0.03094102998154722
1993-10-29,0.03270764379814266
1993-11-30,-0.034974805181741966
1993-12-31,0.012823095607972177
1994-01-31,0.03491331280940474
1994-02-28,-0.012295270312602231
1994-03-31,-0.008093748166837372
1994-04-29,-0.01259501181221026
1994-05-31,0.00889467940116534
1994-06-30,0.014944068290534403
1994-07-29,-0.007262778875405077
1994-08-31,-0.022867094554245158
1994-09-30,0.03833482387912919
1994-10-31,-0.020203465682477884
1994-11-30,-0.0390937290925284
1994-12-30,-0.03059054472528788
1995-01-31,0.01287932654817973
1995-02-28,0.013375762567077898
1995-03-31,0.01205905349725579
1995-04-28,0.013032120422883637
1995-05-31,0.014334743577626775
1995-06-30,0.018337499613729862
1995-07-31,0.01599676943567517
1995-08-31,0.034426212731178144
1995-09-29,0.03192086395236041
1995-10-31,-0.003952071004669567
1995-11-30,-0.010467350171233803
1995-12-29,0.022507176241770507
1996-01-31,0.043962917443869216
1996-02-29,0.008156367989327814
1996-03-29,0.025932934000356105
1996-04-30,0.0007707360376798694
1996-05-31,0.03722761170115376
1996-06-28,0.03414343001435011
1996-07-31,-0.0014660371091262405
1996-08-30,0.010902561543983311
1996-09-30,0.01312820107969953
1996-10-31,0.03270299910746618
1996-11-29,0.009024489255994094
1996-12-31,0.024537450513628815
1997-01-31,0.039462912392083806
1997-02-28,0.058683294598369316
1997-03-31,0.02980984567320143
1997-04-30,-0.014610309281331921
1997-05-30,-0.017381855430679872
1997-06-30,0.05752410507966279
1997-07-31,0.009192122655032043
1997-08-29,0.021585478390499967
1997-09-30,0.08236689867995975
1997-10-31,0.04625561430253505
1997-11-28,0.016549358525879833
1997-12-31,0.06699000119645894
1998-01-30,-0.013591787655575832
1998-02-27,0.000886462926456271
1998-03-31,0.03722037106984025
1998-04-30,0.031567478550739825
1998-05-29,0.017630075475324254
1998-06-30,-0.01181258523318024
1998-07-31,-0.0028844620353439543
1998-08-31,-0.00861918027596846
1998-09-30,-0.037162201237928585
1998-10-30,-0.08713546651499603
1998-11-30,-0.03622644221378947
1998-12-31,-0.028769654906600998
1999-01-29,-0.037628675043909425
1999-02-26,0.0094135490494067
1999-03-31,-0.07324393638215519
1999-04-30,-0.002180712631672281
1999-05-28,0.04016557237029758
1999-06-30,-0.00734511250876516
1999-07-30,0.0002818819876549817
1999-08-31,-0.026767437559043185
1999-09-30,-0.04983144937411958
1999-10-29,-0.02434048109224076
1999-11-30,-0.11979278208925773
1999-12-31,-0.11303745994762336
2000-01-31,-0.002048032798673232
2000-02-29,-0.13417384869226234
2000-03-31,0.0012884339447721475
2000-04-28,0.06880091570019274
2000-05-31,0.06050790223211836
2000-06-30,-0.10133687638122858
2000-07-31,0.06146930337293187
2000-08-31,-0.051293190005722765
2000-09-29,0.08177567495532344
2000-10-31,0.012793488138655993
2000-11-30,0.1349874500487476
2000-12-29,0.08366200820862818
2001-01-31,-0.1567510800264972
2001-02-28,0.153616857820424
2001-03-30,0.10552306029448895
2001-04-30,-0.04784750142754714
2001-05-31,0.06576337081261276
2001-06-29,0.03429692310877662
2001-07-31,0.07074808194533595
2001-08-31,0.07001692538917234
2001-09-28,0.05199900862620696
2001-10-31,-0.07056131111287303
2001-11-30,-0.06437167828019423
2001-12-31,0.01964259588397345
2002-01-31,0.05203000440594488
2002-02-28,0.0966703173265745
2002-03-28,0.03133855717563976
2002-04-30,0.12958767222507847
2002-05-31,0.07441879878358428
2002-06-28,0.08077860544240349
2002-07-31,-0.012926577285217913
2002-08-30,0.03116520930436647
2002-09-30,0.05574984535884226
2002-10-31,-0.08955305965178888
2002-11-29,-0.14432538011897628
2002-12-31,0.12190510657324388
2003-01-31,0.015699066262605574
2003-02-28,0.01858059338284327
2003-03-31,0.012009210833124853
2003-04-30,-0.03445416232180524
2003-05-30,-0.05611019241130722
2003-06-30,0.018783795624144787
2003-07-31,0.005563857469942285
2003-08-29,0.0015146679386971408
2003-09-30,0.018721384008504104
2003-10-31,0.0027009182773209475
2003-11-28,0.04613673331123505
2003-12-31,0.06306384842672605
2004-01-30,-0.014699220687479158
2004-02-27,0.053887617390779276
2004-03-31,0.05231284007755309
2004-04-30,0.000402939212036664
2004-05-28,0.003430883492179161
2004-06-30,0.025243936772212556
2004-07-30,0.05977416121027089
2004-08-31,0.026972409471487723
2004-09-30,0.029886125619480085
2004-10-29,0.015036535803407447
2004-11-30,0.03068183582056931
2004-12-31,0.015098623577067212
2005-01-31,0.039220770993356094
2005-02-28,0.03404865433537003
2005-03-31,0.005788438611963706
2005-04-29,0.013630821343866487
2005-05-31,-0.0190377724800872
2005-06-30,0.036704485689587056
2005-07-29,0.016875494709696383
2005-08-31,0.002938140946529561
2005-09-30,0.0022176626320191623
2005-10-31,-0.022090398282273424
2005-11-30,9.84846182527253e-05
2005-12-30,0.014151238136372082
2006-01-31,0.009173489653250764
2006-02-28,0.006162026046749796
2006-03-31,0.01065936328079192
2006-04-28,0.013842845964511978
2006-05-31,0.0037688475754104607
2006-06-30,0.0006839531099101846
2006-07-31,0.020609058816699773
2006-08-31,-0.00461804794923483
2006-09-29,-0.0015716955654441706
2006-10-31,0.004683107508839413
2006-11-30,0.014913940606560814
2006-12-29,0.025209214942427716
2007-01-31,0.014955465906743222
2007-02-28,0.011714182613708813
2007-03-30,0.0005560031302006685
2007-04-30,0.008803361677876449
2007-05-31,-0.010351267214284823
2007-06-29,0.007928471277276437
2007-07-31,-0.0057899647294524514
2007-08-31,-0.029447981781750246
2007-09-28,0.014280227772404681
2007-10-31,0.0021445896793515578
2007-11-30,-0.04022293487097072
2007-12-31,-0.024467705656497408
2008-01-31,-0.020608525339818853
2008-02-29,0.02242192699820872
2008-03-31,-0.06701824611539904
2008-04-30,-0.01964168652311136
2008-05-30,0.008613622070751687
2008-06-30,0.004197477606261091
2008-07-31,-0.06786132338889053
2008-08-29,-0.013670196956734996
2008-09-30,-0.09060569904145929
2008-10-31,-0.05057774691307444
2008-11-28,-0.03524700942173499
2008-12-31,-0.07420024699678944
2009-01-30,0.11517049778642234
2009-02-27,-0.0033827044922607585
2009-03-31,-0.026157201969394632
2009-04-30,-0.07844219852381575
2009-05-29,0.06568454442427601
2009-06-30,0.09083690089424055
2009-07-31,-0.03627666383015795
2009-08-31,-0.023784249452712698
2009-09-30,-0.0037050114586763085
2009-10-30,0.008471385984061067
2009-11-30,-0.011886591329112092
2009-12-31,0.009534435626905686
2010-01-29,0.009992585019045614
2010-02-26,0.007679298418505654
2010-03-31,0.015455108766769119
2010-04-30,0.014986359208385371
2010-05-28,-0.005513763993127934
2010-06-30,0.023131337689812258
2010-07-30,-0.02335296834941471
2010-08-31,0.016492429885724483
2010-09-30,-0.01184358137459648
2010-10-29,0.020290323574119352
2010-11-30,-0.0051172659197084025
2010-12-31,-0.0015530982042133241
2011-01-31,0.03017159922383139
2011-02-28,0.006442498881018851
2011-03-31,0.004280377286656191
2011-04-29,0.005509396341174249
2011-05-31,0.01429249524343253
2011-06-30,0.004107022432592494
2011-07-29,-0.004219956160364637
2011-08-31,0.007666802905853304
2011-09-30,0.020353120100530704
2011-10-31,-0.059749973619631414
2011-11-30,0.006128989871955727
2011-12-30,0.012678074480891133
2012-01-31,0.0068863562696062745
2012-02-29,0.025682045940176243
2012-03-30,0.039423537199720644
2012-04-30,0.028937929613980708
2012-05-31,0.023499376893150785
2012-06-29,0.010792697011081378
2012-07-31,0.010432954157887652
2012-08-31,-0.008661672973630677
2012-09-28,0.007737912117523455
2012-10-31,0.020052892114433316
2012-11-30,-0.013398194743256382
2012-12-31,-0.010530287365310411
2013-01-31,0.04387048733651725
2013-02-28,0.018860425287475554
2013-03-28,0.023422416710080843
2013-04-30,0.016699011660117224
2013-05-31,-0.014946563479960944
2013-06-28,0.020689003650382135
2013-07-31,0.018052779087009925
2013-08-30,-0.0038543804407152617
2013-09-30,0.007693489156827571
2013-10-31,0.028826341017906734
2013-11-29,0.019499066358959132
2013-12-31,0.0028581566117244607
2014-01-31,0.020575667080771496
2014-02-28,-0.0019070359636984364
2014-03-31,0.015793431471501234
2014-04-30,0.002042168525177583
2014-05-30,0.010669424535537524
2014-06-30,-0.0038714126240353666
2014-07-31,0.010085151912234186
2014-08-29,0.01702987631524369
2014-09-30,0.024669917326072408
2014-10-31,0.020927603625801216
2014-11-28,0.023637502337612106
2014-12-31,0.002966428711947507
2015-01-30,0.026088760696016466
2015-02-27,-0.020753818450926883
2015-03-31,0.014184312318814644
2015-04-30,-0.021657074402981556
2015-05-29,0.02669986583419112
2015-06-30,0.019691785948248993
2015-07-31,0.05487436891544229
2015-08-31,-0.015419083857284015
2015-09-30,0.056424373119713114
2015-10-30,-0.010382610938156815
2015-11-30,0.013447994448701492
2015-12-31,0.025793541426030867
2016-01-29,0.007098394337092405
2016-02-29,-0.0064292402384940875
2016-03-31,-0.02414150510743513
2016-04-29,-0.026015235795597443
2016-05-31,0.022408555853594435
2016-06-30,0.02901152274765111
2016-07-29,0.02334233420170976
2016-08-31,-0.018359787224882913
2016-09-30,-0.0016328368646935801
2016-10-31,0.010973772062896408
2016-11-30,-0.016280077722476548
2016-12-30,0.03752174841949686
2017-01-31,0.0009673231100501663
2017-02-28,0.019000061815390764
2017-03-31,0.01327644763369605
2017-04-28,0.02043074295378333
2017-05-31,0.023059015053236567
2017-06-30,-0.0002424984588519168
2017-07-31,0.0018525931888955917
2017-08-31,-0.0017734002487478618
2017-09-29,-0.001874962156998769
2017-10-31,0.0021816997623913823
2017-11-30,0.02005268326877197
2017-12-29,0.004580403262885113
2018-01-31,-0.0004718157293753397
2018-02-28,-0.021334340941269066
2018-03-29,0.02472650476472016
2018-04-30,0.0007800394072544874
2018-05-31,0.00617403574793717
2018-06-29,0.023681125004924274
2018-07-31,-0.0036833662894684904
2018-08-31,-0.012114566004059248
2018-09-28,-0.006208369735809172
2018-10-31,0.021111916138393142
2018-11-30,-0.001723787834937905
2018-12-31,-0.00012252633036072036
2019-01-31,-0.004856224816685626
2019-02-28,-0.00040664654669624864
2019-03-29,0.002121288466723838
2019-04-30,-0.0013931989809941466
2019-05-31,0.04235305233371986
2019-06-28,0.0007623269747730539
2019-07-31,0.021480838495833876
2019-08-30,0.023637678715433784
2019-09-30,-0.011685700456117887
2019-10-31,-0.00362457654627507
2019-11-29,-0.0282719434528305
2019-12-31,-0.002366535794546312
2020-01-31,0.04135815968645924
2020-02-28,-0.036837823505409234
2020-03-31,-0.09639966104142673
2020-04-30,-0.016628964073212887
2020-05-29,0.0452300185064874
2020-06-30,0.050401046308903165
2020-07-31,0.06429991527292862
2020-08-31,-0.039687634782977335
2020-09-30,0.012315279762705128
2020-10-30,-0.019686376024393937
2020-11-30,-0.052271192908164406
2020-12-31,0.054081952694775906
2021-01-29,0.10523994485739147
2021-02-26,-0.020201118420300288
2021-03-31,-0.029905809936694425
2021-04-30,0.003734955823291116
2021-05-28,-0.006929095893801982
2021-06-30,0.002031538129071437
2021-07-30,0.03800634956125216
2021-08-31,0.004149886896135041
2021-09-30,-0.02305412446981993
2021-10-29,0.012519445760501277
2021-11-30,0.005966217128738848
2021-12-31,0.03538885201189587
2022-01-31,-0.004130581749257683
2022-02-28,-0.01977801068809773
2022-03-31,0.019039633240337302
2022-04-29,0.015033144798580303
2022-05-31,0.0003154839956316372
2022-06-30,0.01950380796819691
2022-07-29,-0.024567384532202037
2022-08-31,-0.018010421029970327
2022-09-30,-0.012011864934669048
2022-10-31,0.0222554934445281
2022-11-30,0.0066572809163755655
2022-12-30,-0.004621744511788177
2023-01-31,-0.0455216126246475
2023-02-28,0.007462276210868131
2023-03-31,-0.023684850464034082
2023-04-28,0.0007497059269577268
2023-05-31,-0.053497755862616146
2023-06-30,-0.00903001503942328
2023-07-31,-0.007609704378028679
2023-08-31,0.014466035212337493
2023-09-29,0.010657397368152818
2023-10-31,0.036194987339675105
2023-11-30,-0.007197803915228811
2023-12-29,-0.021405538259116383
2024-01-31,0.013174592222596754
2024-02-29,-0.012728501544319473
2024-03-28,0.01816516371849396
2024-04-30,0.016198372090212312
2024-05-31,0.00831219141166271
2024-06-28,0.002079532090387882
2024-07-31,0.019033660212254742
2024-08-30,0.027225433131848158
2024-09-30,0.0007014691175456521
2024-10-31,-0.006754643168930019
2024-11-29,0.00025985033625762347
2024-12-31,-0.013547777555147744
2025-01-31,0.000705823102723041
2025-02-28,0.03802218743923342
2025-03-31,0.02198374564671345
2025-04-30,-0.028809291074623627
2025-05-30,-0.019151473884055713
2025-06-30,-0.02522885874043545
2025-07-31,-0.01392814869547672
