Date,QMJ
1984-02-29,0.009128598145143349
1984-03-30,0.0018556889908950998
1984-04-30,0.028378726880673756
1984-05-31,0.027878290164766503
1984-06-29,0.022343084196803496
1984-07-31,0.030913027953578004
1984-08-31,-0.020742833234899855
1984-09-28,0.0007025198289016548
1984-10-31,0.02116277335361745
1984-11-30,0.010590522040531666
1984-12-31,0.0020093127754917746
1985-01-31,-0.010600208164602899
1985-02-28,0.01826933978268762
1985-03-29,-0.002029823591729298
1985-04-30,0.0038269266540899463
1985-05-31,0.005541967399998013
1985-06-28,0.006063157859555129
1985-07-31,0.010195025857244487
1985-08-30,0.0006358642973511619
1985-09-30,0.030978790653938236
1985-10-31,0.00415766310709208
1985-11-29,0.01911301023418642
1985-12-31,0.016593083190506612
1986-01-31,-0.018505505595989676
1986-02-28,0.014426516860765905
1986-03-31,0.007688107841013996
1986-04-30,0.020939240345564165
1986-05-30,0.00786343570682083
1986-06-30,0.02125268152401092
1986-07-31,0.015604553683707714
1986-08-29,-0.019448006713025278
1986-09-30,-0.008212913554679228
1986-10-31,0.005936436707829946
1986-11-28,0.024274260318882825
1986-12-31,0.014968149418348484
1987-01-30,0.003124239204223016
1987-02-27,-0.0025216200357303774
1987-03-31,-0.005880045779674065
1987-04-30,0.005053365297174596
1987-05-29,0.005016100665601793
1987-06-30,0.013588878738631823
1987-07-31,-0.007929042301394802
1987-08-31,0.028883981452969328
1987-09-30,-0.005843301050856318
1987-10-30,0.0498134927236951
1987-11-30,-0.0019181900490959271
1987-12-31,0.019740291487883775
1988-01-29,-0.02312758154664384
1988-02-29,0.0014894786293962975
1988-03-31,-0.009014644575665047
1988-04-29,-0.002658467325994609
1988-05-31,0.00905673251458729
1988-06-30,-0.0003839095815530909
1988-07-29,-0.0045281608221139835
1988-08-31,-0.001051107720421493
1988-09-30,0.007139061313911559
1988-10-31,0.008813951791286022
1988-11-30,0.0066668600228958425
1988-12-30,0.008585369202332407
1989-01-31,-0.012874115275464261
1989-02-28,-0.008453667543365843
1989-03-31,-0.008077764192363604
1989-04-28,0.014415539427098034
1989-05-31,0.0005797781476427909
1989-06-30,-0.0037474235038369172
1989-07-31,0.012684826656159397
1989-08-31,-0.0015698221019678788
1989-09-29,0.0022410261295316416
1989-10-31,0.03304191393774914
1989-11-30,0.00826560686663929
1989-12-29,0.019866157535666926
1990-01-31,0.008977008436506975
1990-02-28,-0.007635095798111689
1990-03-30,0.019677670108432726
1990-04-30,0.02758935885898358
1990-05-31,0.0009475108542887662
1990-06-29,0.0155144519026625
1990-07-31,0.023605734615015465
1990-08-31,0.016353988051668353
1990-09-28,0.043831022000550605
1990-10-31,0.0429497141285581
1990-11-30,-0.008698110277674628
1990-12-31,0.02160331945977313
1991-01-31,-0.009687561928652166
1991-02-28,-0.0327350414435952
1991-03-28,-0.005360820783001014
1991-04-30,0.0003868498016820058
1991-05-31,-0.00399175982290056
1991-06-28,0.024220091442124673
1991-07-31,0.0012761328552884528
1991-08-30,0.0010576152823514894
1991-09-30,-0.010053899049280373
1991-10-31,-0.005345250373663556
1991-11-29,0.033570592741393145
1991-12-31,0.017172691447342115
1992-01-31,-0.0447988000763637
1992-02-28,-0.011113809380116562
1992-03-31,0.010956722762753245
1992-04-30,0.010902278114949883
1992-05-29,0.0032878514369431094
1992-06-30,0.01153448731415247
1992-07-31,0.01122803454042295
1992-08-31,0.032795967124034604
1992-09-30,0.007870094121108175
1992-10-30,0.015086564007624507
1992-11-30,-0.013002234974217633
1992-12-31,-0.009019690069609097
1993-01-29,-0.03861786549015397
1993-02-26,-0.017383826046982423
1993-03-31,-0.013207671394936319
1993-04-30,-0.025244790608522957
1993-05-28,-0.009461512292990755
1993-06-30,-0.021629529724423623
1993-07-30,-0.013067103208796633
1993-08-31,-0.004373628452493036
1993-09-30,-0.0018456366240757675
1993-10-29,-0.0032551594913688025
1993-11-30,0.014922517449733943
1993-12-31,0.0018618092460921916
1994-01-31,-0.0247520968860259
1994-02-28,0.0273435076600223
1994-03-31,0.015242837362217243
1994-04-29,0.004898406447739051
1994-05-31,-0.0014233248041247732
1994-06-30,0.014692925306549342
1994-07-29,-0.00650865655565898
1994-08-31,0.017767473280807654
1994-09-30,0.01638446596062088
1994-10-31,0.031152870376630903
1994-11-30,0.027698000300341134
1994-12-30,0.0056773619817101165
1995-01-31,0.004595536550206096
1995-02-28,-0.003928465978331127
1995-03-31,0.012144481709999858
1995-04-28,-0.001119400597564683
1995-05-31,-0.00211242673405922
1995-06-30,-0.003387498600529018
1995-07-31,-0.005369298553555844
1995-08-31,-0.021435319312840647
1995-09-29,0.00934189231159338
1995-10-31,0.04327238319808793
1995-11-30,-0.0029495442326514004
1995-12-29,-0.009427878445174728
1996-01-31,-0.01758119907149013
1996-02-29,0.008917694293914279
1996-03-29,-0.007349347689255415
1996-04-30,0.0065553215965123875
1996-05-31,0.0059824898491532205
1996-06-28,0.017185392422488746
1996-07-31,0.021348391266457285
1996-08-30,-0.0032162540184189486
1996-09-30,0.020052512543859136
1996-10-31,0.010106602436463325
1996-11-29,0.01612684727364999
1996-12-31,-0.0038229941682579823
1997-01-31,0.010379756428068274
1997-02-28,0.005353233693192851
1997-03-31,0.009495837375425335
1997-04-30,0.0360758794151114
1997-05-30,-0.00032934034281454413
1997-06-30,0.010222453855781195
1997-07-31,0.0025828372304210036
1997-08-29,-0.01004004108076219
1997-09-30,-0.01846435221707544
1997-10-31,0.007662480382160167
1997-11-28,0.03087108790125609
1997-12-31,-0.0015217205699391177
1998-01-30,0.014295830148339555
1998-02-27,-0.0019076021258039927
1998-03-31,-0.006380187247810277
1998-04-30,-0.0037741525854930935
1998-05-29,0.013367509430657003
1998-06-30,0.015170650185238128
1998-07-31,0.01614771343685283
1998-08-31,0.07328618858070975
1998-09-30,-0.002356822901587244
1998-10-30,0.00017771437726019404
1998-11-30,0.005148886997335669
1998-12-31,0.007880179773933342
1999-01-29,-0.02692380854088179
1999-02-26,-0.006762477297596056
1999-03-31,-0.02398080030090524
1999-04-30,-0.040355593289125274
1999-05-28,0.01776777910588441
1999-06-30,0.012999115575257663
1999-07-30,0.022575381504601512
1999-08-31,0.028465309756265784
1999-09-30,0.010529876711579768
1999-10-29,-0.006013271367367178
1999-11-30,-0.0032190650210629102
1999-12-31,-0.013582670459410948
2000-01-31,-0.027290502948077222
2000-02-29,-0.06667204500678306
2000-03-31,0.04555869504012501
2000-04-28,0.06440683924550128
2000-05-31,0.030251452906923007
2000-06-30,-0.028912348008082536
2000-07-31,0.024068152622621006
2000-08-31,-0.024616159783457887
2000-09-29,0.026897866534866227
2000-10-31,0.08242154829936268
2000-11-30,0.1208372809778332
2000-12-29,-0.01796739206535035
2001-01-31,-0.06402914266891235
2001-02-28,0.06523554294291961
2001-03-30,0.04230137574756531
2001-04-30,-0.01767465055812501
2001-05-31,-0.01573327510064534
2001-06-29,0.019830283899101787
2001-07-31,0.04244838767052357
2001-08-31,0.03743473858155978
2001-09-28,0.058278965611603534
2001-10-31,-0.004771419247862455
2001-11-30,-0.0181579409743071
2001-12-31,-0.004839390337787883
2002-01-31,0.04863362214307947
2002-02-28,0.034181619345314565
2002-03-28,-0.020751957538839863
2002-04-30,0.02554118686574324
2002-05-31,0.017571040558415157
2002-06-28,0.03495191244850668
2002-07-31,0.06170620860906975
2002-08-30,0.006993384452110562
2002-09-30,0.04327523339915888
2002-10-31,-0.0018347747708952564
2002-11-29,-0.08896877588476207
2002-12-31,0.04261207469289799
2003-01-31,-0.0027306171166330702
2003-02-28,0.024802636066809033
2003-03-31,0.009559674619187622
2003-04-30,-0.06046590826621269
2003-05-30,-0.07150891492195964
2003-06-30,-0.009618620825621909
2003-07-31,-0.022001470721744836
2003-08-29,-0.012528059549570585
2003-09-30,-0.0013099177763424778
2003-10-31,-0.012812233303410206
2003-11-28,0.0038283845564505256
2003-12-31,-0.019548654285255235
2004-01-30,-0.039319852014022834
2004-02-27,0.0037249477053861364
2004-03-31,0.011762047855880104
2004-04-30,0.03955039223887266
2004-05-28,-0.002196125157736934
2004-06-30,-0.00020804393658631546
2004-07-30,0.034494720853613076
2004-08-31,-0.0012541618977167227
2004-09-30,-0.01008110239012807
2004-10-29,0.004490551780689227
2004-11-30,-0.021386730910924655
2004-12-31,-0.009327823646380615
2005-01-31,0.018607248336313626
2005-02-28,0.00551153950123317
2005-03-31,0.018786000022329528
2005-04-29,0.014077362867330715
2005-05-31,0.0015580162446834662
2005-06-30,-0.008919947726788
2005-07-29,-0.007984704368248618
2005-08-31,-0.00978013053435128
2005-09-30,-0.00764754341372433
2005-10-31,0.019187063125579395
2005-11-30,-0.00042969893018121586
2005-12-30,-0.018321365743694015
2006-01-31,-0.020946951323423228
2006-02-28,-0.011362919852824555
2006-03-31,-0.006699868792292368
2006-04-28,-0.009074660801918844
2006-05-31,0.008974215822486524
2006-06-30,0.009538667581791156
2006-07-31,-0.000691872141239849
2006-08-31,-0.002501814300942041
2006-09-29,0.012998919103686305
2006-10-31,-0.010223961182814706
2006-11-30,-0.005798881390744097
2006-12-29,-0.006776846205452459
2007-01-31,-0.002581927881894836
2007-02-28,-0.006044895934581922
2007-03-30,0.00254234062637405
2007-04-30,-0.0009736738308934709
2007-05-31,0.005895607108988897
2007-06-29,0.011596016906324193
2007-07-31,0.023044586762643673
2007-08-31,0.01272309379127174
2007-09-28,-0.007211312584721423
2007-10-31,0.0004180050964943685
2007-11-30,0.036803406035742656
2007-12-31,0.018648032089059706
2008-01-31,-0.009796652018539277
2008-02-29,0.021805700319473226
2008-03-31,0.020570663141127765
2008-04-30,-0.014044185057180535
2008-05-30,0.011847244308951564
2008-06-30,0.03295143845368345
2008-07-31,0.00572748968795109
2008-08-29,0.02488710971406527
2008-09-30,0.033022845856811006
2008-10-31,0.08501591783227162
2008-11-28,0.08066733791060944
2008-12-31,-0.0017302172384969247
2009-01-30,0.03224319091490217
2009-02-27,0.0521995232027575
2009-03-31,-0.030514354722765015
2009-04-30,-0.0696945703320068
2009-05-29,-0.058159506336331525
2009-06-30,0.03214839953838634
2009-07-31,-0.04450022727829748
2009-08-31,-0.0636997642176213
2009-09-30,-0.02544019063645171
2009-10-30,0.057068054257224186
2009-11-30,-0.001613663536053107
2009-12-31,-0.004385298940640882
2010-01-29,-0.005290228108960047
2010-02-26,-0.006963456580424996
2010-03-31,-0.029927027438226755
2010-04-30,-0.034679805242341905
2010-05-28,0.02447591263918224
2010-06-30,0.02621952080189905
2010-07-30,-0.019823645725942633
2010-08-31,0.011839183765044246
2010-09-30,-0.002893760866375166
2010-10-29,0.0017156485264523355
2010-11-30,-0.005978901614710453
2010-12-31,-0.04587622092357805
2011-01-31,-0.0078051738057839095
2011-02-28,-0.01400706299181055
2011-03-31,0.0123855110273355
2011-04-29,0.01368905423279176
2011-05-31,0.028387307079315027
2011-06-30,0.027363882164023693
2011-07-29,0.006726963393314597
2011-08-31,0.06050146719655936
2011-09-30,0.06599674504057106
2011-10-31,-0.04237531218731067
2011-11-30,0.029463456433948973
2011-12-30,0.007001146016970282
2012-01-31,-0.035826846722502824
2012-02-29,-0.008964558456356747
2012-03-30,0.004355905678082975
2012-04-30,0.0042287169344899945
2012-05-31,0.030842483181554102
2012-06-29,-0.006828170967840934
2012-07-31,0.005534015981930157
2012-08-31,-0.004813455217569701
2012-09-28,-0.011806936613947583
2012-10-31,-0.02264710650384438
2012-11-30,0.012473022412389212
2012-12-31,-0.025997327152294036
2013-01-31,-0.02110605997807069
2013-02-28,0.005568468792702844
2013-03-28,-0.004430233685666637
2013-04-30,-0.010329545717461244
2013-05-31,0.0017017811258002726
2013-06-28,0.012932968106285565
2013-07-31,-0.010902709007483753
2013-08-30,0.009268377012298394
2013-09-30,-0.006412922691458977
2013-10-31,0.015555629979517597
2013-11-29,0.01517442361438771
2013-12-31,-0.014364831559405553
2014-01-31,-0.030160438085788666
2014-02-28,-0.00926457250817842
2014-03-31,0.014224828713336772
2014-04-30,0.0022090781686959493
2014-05-30,0.0006275714625429783
2014-06-30,-0.017088676289593777
2014-07-31,0.010008057809939446
2014-08-29,-0.002202495751658107
2014-09-30,0.036311057981703275
2014-10-31,0.041804103057312095
2014-11-28,0.028382490279167952
2014-12-31,0.004447620843793814
2015-01-30,-0.011141839841441783
2015-02-27,0.004985762554781654
2015-03-31,0.0015309796608778347
2015-04-30,-0.011854365047906275
2015-05-29,0.004208941742294827
2015-06-30,0.02505730521992673
2015-07-31,0.017144670006839054
2015-08-31,0.017282858733017718
2015-09-30,0.054802089996768416
2015-10-30,0.0012640915633679334
2015-11-30,0.007723373629566958
2015-12-31,0.014577066927016907
2016-01-29,0.07613514663960085
2016-02-29,0.023530248786661937
2016-03-31,-0.022758090582473262
2016-04-29,-0.05027149338655574
2016-05-31,0.0054448758222575945
2016-06-30,0.007727964142606143
2016-07-29,-0.0006394300134304094
2016-08-31,0.0014478598499819086
2016-09-30,-0.03121907164818817
2016-10-31,0.026498922266910047
2016-11-30,0.003930481759379895
2016-12-30,0.015009801205147548
2017-01-31,-0.024722577348916343
2017-02-28,0.013294732884805193
2017-03-31,0.007979112275489515
2017-04-28,0.02329484181143882
2017-05-31,0.024048559335852784
2017-06-30,-0.013477987337552748
2017-07-31,-0.007727117427687673
2017-08-31,-0.0032528353874979785
2017-09-29,-0.004027965134338808
2017-10-31,0.021781417052800376
2017-11-30,0.022359331328812557
2017-12-29,-0.01654986774325404
2018-01-31,0.009128276702488591
2018-02-28,0.01719152217703342
2018-03-29,-0.0018742049917460347
2018-04-30,-0.013877320279748013
2018-05-31,-0.004875522994420617
2018-06-29,0.006775553250518399
2018-07-31,0.01646799611999016
2018-08-31,0.004934678558685424
2018-09-28,0.002813725274495002
2018-10-31,0.03567604224815558
2018-11-30,0.023505750626040437
2018-12-31,0.014435509222498593
2019-01-31,-0.036510334348535824
2019-02-28,-0.0018621769840618412
2019-03-29,-0.009756281968211405
2019-04-30,0.022899819874570466
2019-05-31,-0.0047440440274996365
2019-06-28,0.0007393276813850434
2019-07-31,0.018988033113692463
2019-08-30,0.011583982533128801
2019-09-30,0.019394498567412537
2019-10-31,0.0014182170507239123
2019-11-29,-0.016561759186264197
2019-12-31,-0.023599418381871583
2020-01-31,-0.020497640109366604
2020-02-28,-0.011984840024286363
2020-03-31,0.04908042098832454
2020-04-30,-0.03176837040961034
2020-05-29,-0.02589611999059208
2020-06-30,-0.014598263436309097
2020-07-31,0.0036025811198657797
2020-08-31,0.003978429156537214
2020-09-30,0.004547139509684226
2020-10-30,0.007726054917538685
2020-11-30,-0.08765278205974913
2020-12-31,-0.01124155791134232
2021-01-29,-0.04581196061564623
2021-02-26,0.004599437501964798
2021-03-31,0.048642779415206054
2021-04-30,0.01753082705986667
2021-05-28,0.018390331384375024
2021-06-30,-0.02431179036949183
2021-07-30,0.06686922733783648
2021-08-31,-0.003736931619732997
2021-09-30,-0.015937028348839876
2021-10-29,0.01914937320454553
2021-11-30,0.048117554763520816
2021-12-31,0.045758106399888775
2022-01-31,0.030692604157371798
2022-02-28,-0.02521047181966256
2022-03-31,-0.003266560997092041
2022-04-29,0.04895663590118739
2022-05-31,0.034394617698679845
2022-06-30,0.04858451954459085
2022-07-29,-0.03790299366088405
2022-08-31,-0.03358368655849966
2022-09-30,0.04218299047088697
2022-10-31,0.03696516536579276
2022-11-30,0.043926845111677056
2022-12-30,0.0293874780267716
2023-01-31,-0.0808376015034049
2023-02-28,0.027284806638171673
2023-03-31,0.027724226971153305
2023-04-28,0.010551954066745008
2023-05-31,-0.04335514845032955
2023-06-30,-0.01461015982020074
2023-07-31,-0.0006263314263121097
2023-08-31,0.03853068700049523
2023-09-29,0.04849339205555622
2023-10-31,0.041255217545888394
2023-11-30,-0.033092404733333566
2023-12-29,-0.05739952459408381
2024-01-31,-0.0018970972312502862
2024-02-29,-0.05437952654834925
2024-03-28,-0.01692736353505587
2024-04-30,0.025400219733785777
2024-05-31,-0.01606157732321558
2024-06-28,0.01509157666891307
2024-07-31,-0.01676801767521358
2024-08-30,0.0100629473772326
2024-09-30,-0.011748233333317655
2024-10-31,-0.020722364500199125
2024-11-29,-0.023057633677643095
2024-12-31,0.015181471402040151
2025-01-31,-0.004230574225765347
2025-02-28,0.025679848877667513
2025-03-31,0.03553279819412765
2025-04-30,-0.017623831552379583
2025-05-30,-0.01824323542085126
2025-06-30,-0.04205333443609539
2025-07-31,-0.011615917766572822
