Date,BAB,CMA,HML,HML_Devil,HXZ_IA,HXZ_ROE,Intermediary,LIQ_PS,LTR,MktRf,QMJ,RF,RMW,SMB,STR,UMD,acc,cashdebt,convind,currat,depr,lev,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsaleinv,pps,quick,salecash,saleinv,salerec
1977-05-31,0.0103531825158,0.0022,0.0105731504348285,0.00845018503014,0.002215,0.017144,0.0882,0.01811865,0.0026,-0.0147,-0.00700317654675,0.0037,0.0043,0.013031469754716,-0.0033,0.0200999999999999,,-0.0016941583676303,0.0026197424363927,0.0208599718370227,-0.0099151733574643,0.0174667314219982,-0.0091485262562997,0.0105575410530673,-0.0036809087853118,-0.0074186745837543,0.0034306264716379,0.0041372619643099,-0.0206044652856025,-0.0038070245168399,0.006527104872352,-0.0021782803365993
1977-06-30,-0.0022285670275,-0.0127,-0.0056297622154404,-0.0181938452232,-0.007125,0.023354,0.0165,0.02199312,0.0321,0.0472,-0.00833277488788,0.004,0.0091,0.0258014604236393,0.0014,0.016,,0.0178418837960627,-0.0098726646874247,0.0088789402667577,0.0099605555183628,0.0064958349417339,0.0090409912724254,0.0086328459445534,0.0040374727077663,0.0054023922310714,0.0092067763078294,0.0279232453252141,0.0063064821021838,0.0134464077243253,0.0048390499730047,-0.0143914498646986
1977-07-29,0.0286028880144,0.0012,-0.0043002744252758,0.0124965792651,0.0105729999999999,0.016654,-0.0003,0.00119646,0.0137,-0.0169,0.00918374926227,0.0042,0.0075,0.015726463156545,0.0103,0.0038,,-0.0113035729574367,0.0059668350273046,0.0073018221136627,-0.0091643458159819,0.0075295954393846,-0.0014801008427909,0.0097766587823903,0.00130231979083,-0.0037896535353546,0.003094327599751,0.0109197138051894,-0.0048466296012808,-0.002968499823346,0.0109896536152058,0.0092228326843844
1977-08-31,0.00343674649345,-0.0067,-0.0357115567401992,-0.0315096993979,-0.0084009999999999,0.0142589999999999,-0.0199,0.03132657,0.0341,-0.0176,0.0305399879699,0.0044,0.0104,0.0172545348563118,-0.0073,-0.0163,,-0.0075423405582671,0.0095710143330303,-0.0211391308097718,-0.001888152702528,-0.0260082750528434,0.0004509387920246,0.0156505332854322,-0.0162274706134643,-0.0078630640506117,0.0006752344266596,-0.0026728392071224,0.0207126033599514,0.0075680924988697,-0.0138028619214178,0.0013634774743731
1977-09-30,0.00411782678065,-0.0065,-0.000787113999674,-0.00243278442135,-0.000956,0.0143,-0.0682,0.01051654,0.0042,-0.0027,0.00350445105438,0.0043,0.0092,0.0123649915077445,0.0073,0.021,,-0.0208795371822091,0.0042386403940448,0.014767061828027,-0.0003701054761644,0.0006530111931818,-0.0039502617214224,0.0007622890365322,-0.0070582741428867,-0.0034564141165041,-0.0040118152120685,-0.0003716979983603,-0.0170625629025644,-0.001589729755651,0.0087962321279747,0.0104589632620509
1977-10-31,0.00183007815762,-0.0046,0.0190242553908334,0.0137345695841,-0.006125,-0.010307,-0.0762,-0.01108198,-0.0128,-0.0438999999999999,0.0105124966937,0.0049,-0.0009,0.0094472889597837,0.016,-0.0012,,-0.0113191795004864,0.0045606965013352,-0.0065113689904138,-0.0089905265450201,0.0007706148981366,-0.0017162592688703,-0.0035317952650824,0.0038491346025539,-0.0014235888745145,0.0031354250821155,0.0009474436403063,0.0058025509431576,0.0004553244440439,0.0005568671597564,0.0018566998617388
1977-11-30,0.00279532380516,0.0068,0.0052161523434365,0.0018283528093,0.0124079999999999,0.026069,0.0414,0.00253713,0.0319,0.0401999999999999,-0.00643568657434,0.005,-0.0006,0.0443805518889731,0.022,0.0214,,0.0191150245156697,-0.0114937356300648,-0.0089611401943369,0.0201237661281171,0.0015037009818703,0.0001328605499967,0.0069410086435601,-0.0057629966901741,-0.0027213451835371,0.0073572565445816,0.0308484272021895,0.0174445667213546,0.0024885387556789,-0.0113381275076119,-0.0171992971312527
1977-12-30,0.023692078431,-0.0066,-0.0020780240534453,-0.00240420666157,0.001312,0.013303,-0.0891,-0.00612393,-0.0179,0.0027,0.00370811575748,0.0049,0.0093,0.0124700731275916,-0.0011,0.0159,,-0.0119645350217264,0.0047947691842175,0.0059734999408541,-0.0066338253161381,-0.0045131664513983,-0.0031702106841509,-0.0025566417632699,0.0073795346717253,-0.0023886414204156,0.0044248310203226,0.0008894138630436,0.0078450823103247,0.0199676780025568,0.0171422192442974,-0.0057777702488611
1978-01-31,0.0023431743338,0.0156,0.0310472933250587,0.0292507393946,0.009316,-0.018003,-0.0763,0.00672525,0.0144999999999999,-0.0599,-0.0108314031617,0.0049,-0.018,0.0193465513051427,0.0103,-0.0058,,0.0241346316630437,-0.001952842245382,-0.0038500277041337,-0.0151396543935056,0.0246005462166855,-0.0007730441782676,0.0033442130623249,0.0085594766829828,-0.0013095033538909,-0.0014521925742436,0.0370911216777657,-0.0028859076169108,-0.0030512256905633,-0.005639661080168,0.0034906738416234
1978-02-28,0.0149064542368,0.0105,0.0107241395783736,0.0049023564051,0.013398,2.7e-05,-0.0329,0.00010469,-0.0068,-0.0139,-0.000427320601121,0.0046,0.003,0.0370252173587251,0.0116,0.0196,,0.0094230130468557,-0.0037488097858534,0.0122935559496288,0.0055727469397605,0.0095064231828141,-0.0031168906283075,0.0063819886534944,-0.00952282050632,-0.005174100413017,0.0056337146457166,0.0054816390023089,-0.0161858939561028,-0.0085750850685507,0.0089630910017165,0.0076908379334751
1978-03-31,0.0163330547264,0.02,0.0130810172757963,0.0235148467762,0.024596,0.00185,0.0279,0.01720571,0.0070999999999999,0.0285,-0.0143248009624,0.0053,-0.0056999999999999,0.0381976511182006,-0.0027,0.0144999999999999,,0.0164357732333441,-0.0124012951224306,-0.0070624632187516,0.0235467583752499,0.0143744150618898,0.0115935296084875,0.003631419099813,-0.0120740357568322,0.0060412783430658,0.0060699430710206,0.0325624450308206,-0.0160159185947548,0.0029683426330331,-0.0199450470297353,0.0007703553498315
1978-04-28,0.0320638015699,-0.0127,-0.0404999468243646,-0.0397553261504,-0.0032979999999999,0.056669,0.1021,0.03084663,0.0187999999999999,0.0787,0.0302931908542,0.0054,0.0287,0.0089813728720758,0.0015,0.0049,,-0.001312731736807,-0.0199021169456766,-0.0283519873911015,0.043252406426271,-0.0411262590599629,0.012206180888125,0.0034722892980204,-0.0136055892439993,0.0044330418170578,-0.0009733474745548,-0.0105937789870472,0.0326155441433001,0.0138374373412855,-0.0303422669285022,-0.0161025441171356
1978-05-31,0.0221198082952,0.0029,-0.0054293274957542,-0.0150921426706,0.008051,0.004779,-0.0013,0.01378779,-0.0006,0.0176,0.00529382059131,0.0051,0.002,0.0526502778850764,0.0003,0.0277,,0.0068410333224539,0.0012902276085981,-0.0328276577909157,0.0295936705191308,-0.008998697227399,0.0016242589630284,0.0074249422120689,0.0001298685089659,-0.0077194345870976,-0.002347054708584,0.0251159607705835,0.0172005991352165,0.0063024108069971,-0.0336727534613554,-0.0128973604258827
1978-06-30,0.0209944430257,-0.0012,0.005262270454577,-0.00512351494327,0.004821,0.013467,-0.0889,0.01089029,0.0005,-0.0169,-0.00319604498282,0.0054,-0.0141,0.0158909614751992,0.0132,0.0278,,-0.0004113556125086,0.0027716678470852,0.0027151517574085,-0.0322127898368873,0.0060095370669118,-0.008994336870706,0.0076612264915943,0.000631191977345,-0.0089090391549897,-0.0006976702427783,9.395725945421244e-05,0.0046253272742338,-0.0007856503803074,0.0008619405923418,0.0069121227047694
1978-07-31,0.00373601098582,-0.0073,-0.0108528946505015,-0.0300169662809,0.003966,0.016325,0.0567,0.03138675,0.0066,0.0512,0.0127042162027,0.0056,0.0147,0.0042828663699062,0.0087,0.0419,,-0.0108445329292539,-0.0111154461676061,-0.0121483929383055,0.0169766047656714,-0.0090473163386417,0.0071164273486406,0.0023620687794667,-0.011599485568314,0.0036927280757786,0.0206972491105813,-0.0131812685553312,0.0231228191254423,0.0180389717662522,-0.0097758722303727,-0.0160534820613649
1978-08-31,0.0464945645161,0.005,-0.0089609204246438,-0.00433361471708,0.012008,0.0201469999999999,0.0477,-0.00088631,-0.0066,0.0379,0.00638708108541,0.0056,0.0157,0.0542397505321171,0.008,0.03,,-0.0109801214843965,-0.0024094899719658,-0.0108824734414444,0.0123697421743667,-0.0137299357393083,-0.0053380078722481,0.0061375021429014,-0.0229271317302745,-0.0011015998925361,-0.0019853124423496,0.0059898434681181,0.0135114160958672,0.0017541550810809,-0.0064153552254257,-0.0006160425214131
1978-09-29,0.0238936313288,0.0157,0.0210837416809243,0.0403322888141,0.0044729999999999,-0.034045,-0.051,-0.02730711,-0.0063,-0.0144999999999999,-0.00977738798153,0.0062,-0.0069,-0.0078532783678159,0.0373,-0.032,,0.0049021642952313,0.0016489293411375,0.0187487968867803,-0.0042601145810134,0.027095281104833,-0.0074002924074406,0.0038625677508148,0.0105383011484936,0.0008032920494764,0.0035212684052109,0.0020972669759334,-0.0251088430680194,-0.0117685306408292,0.0150599235970833,0.0084506146151503
1978-10-31,-0.037531850773,0.0113999999999999,0.008622462136936,0.0436307556956,-0.00592,-0.022443,-0.1098,0.04280582,-0.0027,-0.1191,0.0336036307206,0.0068,0.0017,-0.1087736042688022,-0.0187999999999999,-0.0842,,-0.0151130968479194,0.0255376378070123,0.0098701345017519,-0.0339087699972587,-0.0107952548069368,-0.0028216135192563,0.0020415754977185,0.0153422510998196,-0.0026058931632264,-0.0140195552835774,-0.0533493249276308,-0.0061676688467908,-0.001507503012031,0.0280346290824866,0.0225219245888854
1978-11-30,-0.0421394820677,-0.0118999999999999,-0.0178176792744951,-0.0180048697331,-0.008764,0.0131,-0.0072,-0.0316212,-0.0087,0.0272,-0.00503136051389,0.0069999999999999,0.0109,0.0357173979554739,0.0902,0.0545,,0.0043964395389545,-0.0078865549205728,0.0022488677991136,0.0131472421875297,-0.0107283142538928,-0.0025438387453419,-0.0027446130057208,-0.0227362449556372,-0.0045078401972703,0.0052017543040372,0.0026545003378382,0.0093807415454235,0.008841235324919,0.0011147192744548,-0.0292516831175613
1978-12-29,0.00219820754228,-0.0147,-0.0267038054965579,-0.0300677635898,-0.01784,0.0193829999999999,-0.0677,0.00199465,0.0016,0.0088,0.0238468890099,0.0078,0.0200999999999999,0.0118213030565726,-0.0042,0.0301,,-0.0309077146621337,0.0105478817036382,-0.0116463685946719,0.0119155457465854,-0.0311666989400667,0.0083790899587965,0.0086656346172259,-0.0161650805708344,0.0124667737250131,-0.0076626212418326,-0.0275518738561606,0.0232944527649099,0.0183503340789544,-0.0067667496281091,-0.0266404097365512
1979-01-31,0.0334040012563,0.0158,0.0294312936681613,0.0418963550206,0.021622,-0.007695,0.0103,-0.01029938,-0.0055,0.0421999999999999,-0.0269463012351,0.0077,-0.024,0.0386298565193683,0.0564,-0.0143,,0.0290388854436441,-0.0049502984164059,-0.0038400200750877,0.000821305810646,0.0282944830617188,0.001327344339912,-0.0014731765674201,0.0173077916597343,-4.7476096817086755e-05,0.0044705617452898,0.0466179678607709,-0.0037712583787314,-0.0097708268102636,-0.005991510244053,0.0034845392098829
1979-02-28,0.0103671752629,0.0096,0.0106363699740937,0.0211107954207,-0.001882,-0.022881,-0.0604,-0.02811765,0.0087,-0.0356,-0.00888187668091,0.0073,-0.0111,0.0023020397797437,0.0127,-0.0098999999999999,,0.0077922158744931,0.0077997054004297,0.0247879228960398,-0.0219372692395625,0.0085458852384544,0.0011105595986289,-0.0016439547602969,0.0098403142367782,0.0064254314021889,-0.0004660519918269,-0.0059183436214759,-0.0125446618376206,-0.001106700603618,0.0240358623873331,-0.0047517672880887
1979-03-30,-0.0135334244853,0.0029,-0.006066607219854,-0.0157984017586,0.013585,0.027599,0.0288,-0.00695441,-0.0029,0.0567,-0.0172418737663,0.0081,0.0054,0.034205869581386,0.0154,0.0291,,-0.0165886395238786,-0.0173237905097135,0.0066080703224188,0.0351950600861999,-0.0033309919133942,-0.012105173493206,0.0058768790490368,-0.0109263691836121,-0.0063498657601479,0.0164573970322853,-0.004806426800603,0.0088130521281479,0.0146310539580886,-0.0079920633796121,-0.0232415803027581
1979-04-30,0.0112893435179,0.0024,0.0108296375805452,-0.00236923504452,0.010123,0.021582,-0.0005,0.01849867,-0.0044,-0.0007,0.00953893341865,0.008,0.0113999999999999,0.0222383149163263,-0.0042,0.0087,,-0.030684933686014,-0.0144364426978753,0.0029687625506945,0.0217918564712257,-0.0030604193836017,-0.0063589932802156,-0.0082727397819425,-0.0127156107289148,0.003730449419047,0.0021933906774918,-0.0010937325588813,0.0013633357846225,0.0021294156548641,0.0028927475203784,-0.0024110013194618
1979-05-31,-0.00123253032135,-0.0031,0.0077685872381037,0.015428297644,-0.000683,-0.008364,-0.0099,-0.02188811,0.0070999999999999,-0.0220999999999999,-0.0152825896643,0.0081999999999999,-0.0156,0.0040273130350819,0.0109,-0.0055,,0.0085451323102615,0.0039715915463611,0.0050061302608657,-0.015034709453101,0.0071181470209611,0.0009175523176819,-0.0050382294547601,0.0084942136187432,0.0023699809076625,-0.0040207579219569,0.0059312869497574,-0.0052834029895477,0.0041397249440199,0.0062259299901593,0.0012527682910318
1979-06-29,0.0164920122813,-0.0056,0.0053729495319049,0.00481395662391,-0.006418,-0.009831,0.0038,-0.01669465,-0.026,0.0384,-0.0294318402684,0.0081,-0.0158,0.0128552425776454,0.0127,0.0077,,0.0235494727189195,-0.0063475910252811,0.0211244630910458,-0.0125123641819989,0.023133475684221,-0.0123010503722214,0.0104043181383931,-0.002410458963589,0.0007152829720851,0.0185709049112299,0.0080294148459674,-0.0185877862715624,-0.0001666949018146,0.0149764792696627,-0.0023312297686383
1979-07-31,0.0160037269939,0.0052,0.0199056927383495,0.0138924252458,0.007427,0.005097,0.0112,-0.01719865,-0.0199,0.0083,0.00573462707744,0.0077,-0.0044,0.012421242572356,0.0064,-0.0107,,0.0043210403753715,-0.0141494891262166,0.0109911719135905,-0.0081110705523182,0.0203077855188241,-0.0118151113734851,0.0031372967542432,-0.0014157352112987,-0.0164606064443561,0.0140921654073873,0.0072355322486105,-0.0096678837613843,0.001971606740318,0.0052627400132666,0.0089815522497155
1979-08-31,0.019564485303,-0.0146,-0.0136873930403999,-0.0197464913048,-0.003503,0.0296159999999999,0.0242,0.01475767,-0.0163999999999999,0.0554,0.00998002810188,0.0077,0.015,0.0209494654651147,0.0083,-0.0029,,-0.039007216614015,-0.0086680713170482,-0.0197748279353312,0.029085325419409,-0.0193434252769636,-0.0071850151327213,-0.008310096347875,-0.0130586663546104,-0.0102851729965179,0.0092953781831068,-0.0024469717490312,0.0117556103306963,0.0011178388386801,-0.020531680647532,-0.0040703968960734
1979-09-28,0.00393788958042,0.005,-0.00645055147475,-0.0114872311915,0.001081,0.007035,-0.0944,-0.00978073,0.0016,-0.0083,0.000547018727426,0.0083,0.0084,-0.0033937588130386,-0.0163999999999999,0.0528,,-0.0348567788048056,0.0132154031390407,0.0063498518756655,0.0218776394186909,-0.0301868804022543,-0.012671578194223,0.0138277980732464,-0.0076663272921673,-0.0172966457688918,0.0214986083919076,-0.0439649995139924,0.0103153115731494,0.0183060061888367,0.00497338896019,-0.0114332731206681
1979-10-31,-0.047025100113,0.0014,-0.0141063286673551,-0.0106236698005,0.0007199999999999,0.010303,-0.1203,-0.00030052,0.015,-0.081,0.0221343426643,0.0087,0.0096,-0.0357478485450652,-0.0196,0.0204,,-0.0120640444022037,0.0144183047093782,0.0036480329680092,-0.0073303777478825,-0.0276196926416548,-0.0038008878172235,0.0037775319017198,-0.000937368466765,-0.0070294355674051,0.009317768737035,-0.0309720978409554,0.0031323431493462,0.013293026220934,0.0072802785444812,-0.0168676261540389
1979-11-30,-0.0160030022312,-0.0183,-0.0316989293602548,-0.0371604124012,-0.023923,0.023423,0.0318,-0.06750272,-0.021,0.0523,-0.022131084264,0.0098999999999999,-0.0003,0.0320233461489605,0.0139,0.0803,,0.0199726352479179,-0.00662939604013,0.0098882738842265,0.0017849286637103,-0.0243720392310776,-0.0238479538547494,-0.012197960542937,0.0008492064303806,-0.0148212141824981,-0.0133764417098155,-0.0227294472047022,0.0060403302607579,0.0087323728172591,-0.0051733768847454,-0.0451373068660138
1979-12-31,0.00835788153615,-0.0101,-0.0169028384098272,-0.0374775626662,-0.0103249999999999,0.011576,-0.0241,-0.01807817,-0.0040999999999999,0.0178,-0.0125661449689,0.0095,-0.0067,0.0454577866835873,-0.0196,0.0472,,-0.0190317279769755,-0.0089650208158661,-0.0033130125779609,0.0416653943983454,-0.0185485425619445,0.0088937835253042,0.00662377383733,-0.0162237111538391,-0.0011222009670611,-0.0033221698825008,-0.0057061009913884,0.0145154116121876,0.0216025542365353,-0.0085903120288032,-0.0240759015723515
1980-01-31,0.0263107450638651,0.0189,0.0243970155636367,-0.0270709794940831,0.016011,0.016908,-0.024,0.00013109,-0.0056999999999999,0.055,-0.0273699257896963,0.008,-0.0184,0.0177161083979681,-0.0341,0.0745,,-0.0052415435614655,-0.0077152517693579,0.0256567485802791,0.0393102055233278,0.0011956851230426,-0.0086998869393354,0.0050030301700439,-0.0211167602822971,-0.0195466242644586,0.0207172305204925,-0.0022860989968737,0.001978307420138,0.027323120769825,0.0083217827200766,-0.0143070835710465
1980-02-29,-0.0153242384890444,0.0292,0.010701237870324,-0.0314091072636881,0.017384,0.022085,-0.108,0.02114945,-0.0004,-0.0123,-0.0190293439809723,0.0089,-0.0095,-0.0239764435051336,-0.0494,0.0789,,-0.0379551451396396,0.0034453956585981,0.0455686661076628,0.0041448854179012,-0.0282078223081852,-0.0135491610942742,0.0074072529834065,0.0129272737303557,-0.0341607725075741,0.0369284234264154,-0.0320879866128898,-0.0043889984598499,0.0374300460293147,0.0405460474622266,-0.038072130455078
1980-03-31,-0.0470909342248243,-0.0105,-0.0099723837616532,0.0699704211261281,0.004902,-0.010561,-0.0469,0.02794556,0.0266999999999999,-0.1289,0.0471509828659619,0.0121,0.0182,-0.0653096578741778,0.0851,-0.0958,,0.0189707820154353,-0.0017148771670315,-0.0314562588001175,-0.0371975441682583,0.0143574567941532,0.0035671203862542,-0.0120266260551603,0.0040117394165739,0.0125946776320957,-0.0076347714337844,-0.0069673531222007,-0.0019104387592888,-0.0251744955601067,-0.0184491581533792,0.0318276806465755
1980-04-30,0.0208813790434371,0.0034,0.0126995275713518,0.0186199299979113,0.01292,0.001315,0.0569,-0.01240179,0.0001,0.0395999999999999,-0.0341087861793044,0.0126,-0.0218,0.0070708503181853,0.0139,-0.0048,,0.0605448392533077,0.001627470141963,0.0196084580159097,-0.0531733660447946,0.0236502550738053,0.0069794047285557,0.0064949968492656,-0.0047008086762088,-0.0023501233974504,-0.000425062818127,0.0322315242651184,-0.0284529682629577,-0.010492918057144,0.0245892242662203,0.0034727561309657
1980-05-30,0.0364833729470362,-0.0063,-0.0050289098897946,0.0098227977522505,-0.014097,-0.009435,0.0421,-0.0078206,0.0086,0.0526,0.0068242982482305,0.0081,0.0043,0.0202879117276788,0.0288,-0.0118,,-0.0170745843440216,0.0021396607059236,-0.0154644759669285,-0.0070193821077541,-0.0075438987282123,0.0038468912151321,-0.0005935946902724,-0.0027669703795633,0.0024272213336788,-0.0006550355657319,0.0096520897044265,0.0091290910422011,0.0006836956026259,-0.0116504752202713,0.0031377112868361
1980-06-30,0.0369280374374864,-0.0081,-0.0146641404962864,-0.0164726238912983,-0.008706,0.028361,-0.0193,0.01010759,-0.0277,0.0297,-0.0110134425573538,0.0060999999999999,-0.002,0.0126565222159776,0.0224,0.0158,,-0.0097503171759839,0.0159360668243518,0.0133080658981325,0.000288457236563,-0.0119192321000014,0.0104327146983618,-0.0002979514325795,-0.0059722230204291,0.0023508029029461,0.0005094506987782,-0.0191041500325615,0.0042577203797222,0.0139355657714633,0.0218669434066955,-0.0033688097187264
1980-07-31,-0.0094184576907136,-0.0243999999999999,-0.0606798575382362,-0.0534129431669698,-0.020855,-0.00376,0.0004,-0.00569326,-0.0156,0.0650999999999999,0.0355320742540692,0.0053,0.0406,0.0425895993914857,0.0295,0.0029,,-0.0538737742987736,-0.0145925151576311,-0.0563349098487698,0.0690068754932831,-0.0458911461707854,0.0038699661442875,-0.01363844333043,-0.008597396940924,0.0081413988541461,-0.0201202765871932,-0.0217577803854701,0.0446062035383346,-0.0028787715625819,-0.0720831873851796,-0.0372932058435347
1980-08-29,0.0152363044798471,-0.0073,-0.0237650028348166,-0.0320977032871324,0.005744,0.025483,-0.0155,0.01373905,-0.0147,0.0175,-0.0011030459845699,0.0064,0.0204999999999999,0.0451163117445338,-0.0081,0.0306,,-0.0293516519087682,0.0028387992763847,-0.0141313974454646,0.0413134978937468,-0.0209244223989466,-0.0064634431147407,0.0018095291599272,-0.007163324058716,-0.0164356959735781,0.0197603019548671,-0.0064158015077983,0.0258745305584312,0.0150219121273222,0.0015523003664912,-0.0328030955330598
1980-09-30,0.0128596994833156,-0.0286,-0.0417533482328745,-0.0427728303271902,-0.00452,0.052169,-0.0456,0.00919783,-0.0181,0.0219,0.0121232931654067,0.0075,0.019,0.0101170270352808,-0.0147,0.0542999999999999,,-0.0496741849799473,-0.0021225892944452,-0.0057284358318536,0.0220887281229884,-0.0418959188574128,0.0190103866738687,0.0051102293052678,-0.0185117296337589,0.0005303702749191,0.0250151680872782,-0.0401723904231618,0.0146390194782834,0.0222091649736224,-0.0018747974457796,-0.0193373790336034
1980-10-31,-0.0021887953382342,-0.0143,-0.0248369063751932,-0.0506909613177762,0.005304,0.041939,-0.0254,0.02758604,-0.0253,0.0104,0.0047815483314089,0.0095,0.0177,0.0224696340552757,-0.0206,0.0713,,-0.0311864440350524,-0.0061699332066052,0.0277230666249745,-0.0003208716150085,-0.02381008470264,-0.0063018999622951,0.0150135990757987,-0.0186235508666691,-0.025572377319489,0.0149263069118467,-0.0269604798511697,0.0134207413444245,0.0251514007248508,0.0241815597641622,-0.0240559386859093
1980-11-28,-0.062560403603526,-0.0552,-0.0761655389967556,-0.1071365855833572,-0.019984,0.090598,0.0264,0.03062221,-0.0782,0.096,0.0113215953962863,0.0096,0.0426,-0.0393451888312666,-0.0974,0.1515,,-0.0621305523710928,-0.0097488317990489,0.0383055331145383,0.0288794822713256,-0.0710478568501525,-0.0053775974270961,0.0140317623101546,-0.0300730148752532,-0.025471851448463,0.0473687074100775,-0.0801172444423989,0.0184913791615142,0.0461915649417756,0.0220275478171728,-0.0737413530660245
