Date,MktRf,SMB,HML,RMW,CMA,RF,UMD,LTR,STR,LIQ_PS,HXZ_IA,HXZ_ROE,Intermediary,BAB,QMJ,HML_Devil
1977-11-30,0.0401999999999999,0.036,0.0023,-0.0006,0.0068,0.005,0.0214,0.0319,0.022,0.00253713,0.0124079999999999,0.026069,0.0414,0.00279532380516,-0.00643568657434,0.0018283528093
1977-12-30,0.0027,0.0161,-0.0029,0.0093,-0.0066,0.0049,0.0159,-0.0179,-0.0011,-0.00612393,0.001312,0.013303,-0.0891,0.023692078431,0.00370811575748,-0.00240420666157
1978-01-31,-0.0599,0.0276,0.0338,-0.018,0.0156,0.0049,-0.0058,0.0144999999999999,0.0103,0.00672525,0.009316,-0.018003,-0.0763,0.0023431743338,-0.0108314031617,0.0292507393946
1978-02-28,-0.0139,0.037,0.0081,0.003,0.0105,0.0046,0.0196,-0.0068,0.0116,0.00010469,0.013398,2.7e-05,-0.0329,0.0149064542368,-0.000427320601121,0.0049023564051
1978-03-31,0.0285,0.0365,0.0115,-0.0056999999999999,0.02,0.0053,0.0144999999999999,0.0070999999999999,-0.0027,0.01720571,0.024596,0.00185,0.0279,0.0163330547264,-0.0143248009624,0.0235148467762
1978-04-28,0.0787,-0.0032,-0.0354,0.0287,-0.0127,0.0054,0.0049,0.0187999999999999,0.0015,0.03084663,-0.0032979999999999,0.056669,0.1021,0.0320638015699,0.0302931908542,-0.0397553261504
1978-05-31,0.0176,0.0454,-0.0055,0.002,0.0029,0.0051,0.0277,-0.0006,0.0003,0.01378779,0.008051,0.004779,-0.0013,0.0221198082952,0.00529382059131,-0.0150921426706
1978-06-30,-0.0169,0.0163999999999999,0.006,-0.0141,-0.0012,0.0054,0.0278,0.0005,0.0132,0.01089029,0.004821,0.013467,-0.0889,0.0209944430257,-0.00319604498282,-0.00512351494327
1978-07-31,0.0512,0.0017,-0.01,0.0147,-0.0073,0.0056,0.0419,0.0066,0.0087,0.03138675,0.003966,0.016325,0.0567,0.00373601098582,0.0127042162027,-0.0300169662809
1978-08-31,0.0379,0.0493,-0.0066,0.0157,0.005,0.0056,0.03,-0.0066,0.008,-0.00088631,0.012008,0.0201469999999999,0.0477,0.0464945645161,0.00638708108541,-0.00433361471708
1978-09-29,-0.0144999999999999,-0.0038,0.0187999999999999,-0.0069,0.0157,0.0062,-0.032,-0.0063,0.0373,-0.02730711,0.0044729999999999,-0.034045,-0.051,0.0238936313288,-0.00977738798153,0.0403322888141
1978-10-31,-0.1191,-0.1003999999999999,0.0126,0.0017,0.0113999999999999,0.0068,-0.0842,-0.0027,-0.0187999999999999,0.04280582,-0.00592,-0.022443,-0.1098,-0.037531850773,0.0336036307206,0.0436307556956
1978-11-30,0.0272,0.0289999999999999,-0.0208,0.0109,-0.0118999999999999,0.0069999999999999,0.0545,-0.0087,0.0902,-0.0316212,-0.008764,0.0131,-0.0072,-0.0421394820677,-0.00503136051389,-0.0180048697331
1978-12-29,0.0088,0.0101,-0.0214,0.0200999999999999,-0.0147,0.0078,0.0301,0.0016,-0.0042,0.00199465,-0.01784,0.0193829999999999,-0.0677,0.00219820754228,0.0238468890099,-0.0300677635898
1979-01-31,0.0421999999999999,0.0374,0.0219,-0.024,0.0158,0.0077,-0.0143,-0.0055,0.0564,-0.01029938,0.021622,-0.007695,0.0103,0.0334040012563,-0.0269463012351,0.0418963550206
1979-02-28,-0.0356,0.0053,0.0116999999999999,-0.0111,0.0096,0.0073,-0.0098999999999999,0.0087,0.0127,-0.02811765,-0.001882,-0.022881,-0.0604,0.0103671752629,-0.00888187668091,0.0211107954207
1979-03-30,0.0567,0.0317,-0.0068,0.0054,0.0029,0.0081,0.0291,-0.0029,0.0154,-0.00695441,0.013585,0.027599,0.0288,-0.0135334244853,-0.0172418737663,-0.0157984017586
1979-04-30,-0.0007,0.024,0.0112,0.0113999999999999,0.0024,0.008,0.0087,-0.0044,-0.0042,0.01849867,0.010123,0.021582,-0.0005,0.0112893435179,0.00953893341865,-0.00236923504452
1979-05-31,-0.0220999999999999,0.0018,0.0132,-0.0156,-0.0031,0.0081999999999999,-0.0055,0.0070999999999999,0.0109,-0.02188811,-0.000683,-0.008364,-0.0099,-0.00123253032135,-0.0152825896643,0.015428297644
1979-06-29,0.0384,0.0093999999999999,0.0141999999999999,-0.0158,-0.0056,0.0081,0.0077,-0.026,0.0127,-0.01669465,-0.006418,-0.009831,0.0038,0.0164920122813,-0.0294318402684,0.00481395662391
1979-07-31,0.0083,0.0127,0.0179,-0.0044,0.0052,0.0077,-0.0107,-0.0199,0.0064,-0.01719865,0.007427,0.005097,0.0112,0.0160037269939,0.00573462707744,0.0138924252458
1979-08-31,0.0554,0.0185,-0.0158,0.015,-0.0146,0.0077,-0.0029,-0.0163999999999999,0.0083,0.01475767,-0.003503,0.0296159999999999,0.0242,0.019564485303,0.00998002810188,-0.0197464913048
1979-09-28,-0.0083,-0.0028,-0.0093999999999999,0.0084,0.005,0.0083,0.0528,0.0016,-0.0163999999999999,-0.00978073,0.001081,0.007035,-0.0944,0.00393788958042,0.000547018727426,-0.0114872311915
1979-10-31,-0.081,-0.0349,-0.0183,0.0096,0.0014,0.0087,0.0204,0.015,-0.0196,-0.00030052,0.0007199999999999,0.010303,-0.1203,-0.047025100113,0.0221343426643,-0.0106236698005
1979-11-30,0.0523,0.0250999999999999,-0.0321,-0.0003,-0.0183,0.0098999999999999,0.0803,-0.021,0.0139,-0.06750272,-0.023923,0.023423,0.0318,-0.0160030022312,-0.022131084264,-0.0371604124012
1979-12-31,0.0178,0.0426999999999999,-0.0213,-0.0067,-0.0101,0.0095,0.0472,-0.0040999999999999,-0.0196,-0.01807817,-0.0103249999999999,0.011576,-0.0241,0.00835788153615,-0.0125661449689,-0.0374775626662
1980-01-31,0.055,0.0187999999999999,0.0185,-0.0184,0.0189,0.008,0.0745,-0.0056999999999999,-0.0341,0.00013109,0.016011,0.016908,-0.024,0.0263107450638651,-0.0273699257896963,-0.0270709794940831
1980-02-29,-0.0123,-0.0162,0.0059,-0.0095,0.0292,0.0089,0.0789,-0.0004,-0.0494,0.02114945,0.017384,0.022085,-0.108,-0.0153242384890444,-0.0190293439809723,-0.0314091072636881
1980-03-31,-0.1289,-0.0697,-0.0096,0.0182,-0.0105,0.0121,-0.0958,0.0266999999999999,0.0851,0.02794556,0.004902,-0.010561,-0.0469,-0.0470909342248243,0.0471509828659619,0.0699704211261281
1980-04-30,0.0395999999999999,0.0105,0.0103,-0.0218,0.0034,0.0126,-0.0048,0.0001,0.0139,-0.01240179,0.01292,0.001315,0.0569,0.0208813790434371,-0.0341087861793044,0.0186199299979113
1980-05-30,0.0526,0.02,0.0038,0.0043,-0.0063,0.0081,-0.0118,0.0086,0.0288,-0.0078206,-0.014097,-0.009435,0.0421,0.0364833729470362,0.0068242982482305,0.0098227977522505
1980-06-30,0.0297,0.0146,-0.008,-0.002,-0.0081,0.0060999999999999,0.0158,-0.0277,0.0224,0.01010759,-0.008706,0.028361,-0.0193,0.0369280374374864,-0.0110134425573538,-0.0164726238912983
1980-07-31,0.0650999999999999,0.0374,-0.0629,0.0406,-0.0243999999999999,0.0053,0.0029,-0.0156,0.0295,-0.00569326,-0.020855,-0.00376,0.0004,-0.0094184576907136,0.0355320742540692,-0.0534129431669698
1980-08-29,0.0175,0.0423,-0.0246,0.0204999999999999,-0.0073,0.0064,0.0306,-0.0147,-0.0081,0.01373905,0.005744,0.025483,-0.0155,0.0152363044798471,-0.0011030459845699,-0.0320977032871324
1980-09-30,0.0219,0.0063,-0.0461,0.019,-0.0286,0.0075,0.0542999999999999,-0.0181,-0.0147,0.00919783,-0.00452,0.052169,-0.0456,0.0128596994833156,0.0121232931654067,-0.0427728303271902
1980-10-31,0.0104,0.0220999999999999,-0.0293,0.0177,-0.0143,0.0095,0.0713,-0.0253,-0.0206,0.02758604,0.005304,0.041939,-0.0254,-0.0021887953382342,0.0047815483314089,-0.0506909613177762
1980-11-28,0.096,-0.0327,-0.0810999999999999,0.0426,-0.0552,0.0096,0.1515,-0.0782,-0.0974,0.03062221,-0.019984,0.090598,0.0264,-0.062560403603526,0.0113215953962863,-0.1071365855833572
1980-12-31,-0.0446,-0.0028,0.0279999999999999,-0.0127,0.0127,0.0131,-0.0670999999999999,0.0348,0.0642,0.02748807,0.009343,-0.0125689999999999,0.0722,0.0091581514805371,0.0084836180222642,0.0565483339614096
1981-01-30,-0.0506,0.033,0.0674,-0.0338,0.0426999999999999,0.0104,-0.0782,0.0764,-0.0226,0.03893398,0.024779,-0.049423,-0.0411,0.0471381640931364,-0.005866234813719,0.0889477399466064
1981-02-27,0.0060999999999999,-0.0065,0.0097,0.0026,0.0206,0.0107,-0.0135,0.0250999999999999,-0.0237,0.00211983,0.018514,0.00789,0.0254,0.019599999364957,0.0146480745660947,0.0104720150658675
1981-03-31,0.0366,0.0285,0.0060999999999999,-0.0227,-0.0056,0.0121,0.0081999999999999,0.0144,0.0163,0.01393817,-0.018297,-0.014715,-0.0148,0.0366712150156837,-0.0102885428561417,0.0125863483278864
1981-04-30,-0.0216,0.0472,0.0227999999999999,0.0081,0.0154,0.0108,-0.0108,0.0279,-0.0144,-0.01912218,0.024396,0.0131119999999999,0.0031,0.0566916790472436,0.013269785198118,0.0229646989921274
1981-05-29,0.0013,0.0236,-0.0043,0.0046999999999999,-0.0178,0.0115,0.0356,0.0163999999999999,-0.0382,-0.02798762,-0.004487,-0.00114,0.133,-0.00358077733548,-0.0153207288893828,-0.0121054042881014
1981-06-30,-0.0233999999999999,-0.0093,0.0513999999999999,-0.0129,0.0269,0.0135,-0.0567,0.0108,0.0475,0.06094841,0.026912,0.000205,-0.0464,0.0544338986947095,0.0102324725362645,0.0686363755374269
1981-07-31,-0.0155,-0.0195,-0.0060999999999999,0.0108,-0.0266,0.0124,-0.0243999999999999,-0.0352,-0.0056999999999999,-0.01241394,-0.0204999999999999,0.030619,-0.0212,-0.0133690194849455,0.0047951408547193,0.0016221815358045
1981-08-31,-0.0702,-0.0182,0.0471,-0.0031,0.0138,0.0128,-0.011,0.0121999999999999,-0.0062,-0.00142182,0.014743,0.006495,-0.0524,0.0200313120982117,0.0053086391083637,0.0366345783563213
1981-09-30,-0.072,-0.0246,0.0511,0.0008,0.0253,0.0124,0.0213,0.0519,-0.0127,0.09223195,0.031985,0.004439,-0.0573,-0.0162166679184927,0.0068251260294715,0.0375005286803784
1981-10-30,0.0492,0.0227999999999999,-0.0409,0.0312,-0.0279,0.0121,0.0383,-0.0489,0.0446,-0.02465792,-0.010785,0.047505,0.054,-0.0193780112567577,0.0086658327493376,-0.0483381910949903
1981-11-30,0.034,-0.0158,0.0191,0.0014,0.01,0.0107,-0.0021,0.0072,0.0277,0.06060739,0.008791,0.008839,0.0221,0.0436990303744408,0.0087090424671884,0.0305309466553175
1981-12-31,-0.0363,0.0118,0.0079,0.0021,0.0245,0.0087,0.0128,0.013,0.0163999999999999,0.00907384,0.018324,-0.004952,-0.0864,0.0220874420126144,0.0181955024979135,0.0053920508050203
1982-01-29,-0.0323,-0.011,0.0319,-0.0143,0.0195,0.008,0.0177,0.0634,-0.0137,-0.01978417,0.018314,-0.015721,-0.0207,0.0002339302382667,0.0012313665258337,0.0240957487523863
1982-02-26,-0.0586,0.004,0.0608999999999999,-0.0355,0.0457,0.0092,0.0487,0.0596,-0.0435,-0.01144574,0.046466,0.002615,-0.0229,0.0302281702942559,0.0035862642179131,0.0405142431205045
1982-03-31,-0.0182,0.0002,0.0375999999999999,-0.0128,0.0237,0.0098,0.0289999999999999,0.0391,-0.0184,0.04354018,0.018161,-0.01719,-0.0512,0.0164391016550765,-0.0060488563434638,0.0271320208070908
1982-04-30,0.0324,0.0121,-0.0308,0.015,-0.0005,0.0113,-0.0046,-0.0173,0.0163999999999999,-0.02399156,0.011525,0.019336,0.017,0.0214415858341099,0.0135514084703523,-0.0198736726830269
1982-05-28,-0.0393,0.0040999999999999,0.0178,0.0096,-0.0012,0.0106,0.0250999999999999,0.0155,0.0210999999999999,0.02935751,-0.004876,-0.004631,-0.1052,0.0247997607369729,0.0172508531844053,0.0202821669157618
1982-06-30,-0.0308,-0.0051,0.0156,0.0009,0.0253,0.0096,0.0489,0.0191,0.0017,0.04970968,0.024051,-0.003276,-0.0618,-0.0049362514516591,0.0068598059212069,0.0008207387769479
1982-07-30,-0.032,0.0101,0.0007,0.01,0.0144,0.0105,0.044,0.0220999999999999,-0.0287,-0.01586295,0.020325,0.026572,-0.0486,0.0148934200047799,0.0152183087970218,-0.0107376501765026
1982-08-31,0.1115,-0.0446,0.0109,-0.0185,0.0017,0.0076,-0.036,-0.0088,0.013,-0.00509109,-0.002313,-0.01113,0.1067,-0.0226532237280553,-0.0155710328218829,0.0229180939504491
1982-09-30,0.0132,0.0255,0.0023,0.0216,-0.0002,0.0051,0.0414,-0.0068,0.0435,0.04186289,0.008538,0.033642,0.0043,0.0754641268146808,0.0258987419220773,-0.0017930463397706
1982-10-29,0.1124,0.0196,-0.0362,0.002,-0.003,0.0059,0.0001,-0.006,0.0305,-0.03783243,-0.0093569999999999,-0.007816,0.2364,0.0278135135923535,-0.0166018076717354,-0.0267503512613086
1982-11-30,0.0467999999999999,0.0438999999999999,-0.018,-0.0102,0.0029,0.0063,0.0592,0.011,-0.0451,0.01049033,0.015536,0.03282,0.0702,0.0672888438159631,0.0175436826240213,-0.0435179550817652
1982-12-31,0.0056,-0.0014,-0.0006,0.0,0.01,0.0067,-0.0002,0.01,0.0385,-0.03135686,0.0064959999999999,-0.006188,-0.0997,0.0303865811541946,0.0084391471185207,0.0097918329478214
1983-01-31,0.0359,0.0341,-0.0072,-0.0152,-0.0056,0.0069,-0.0163,0.0009,0.0318,-0.05475749,-0.004426,-0.021129,0.0249,0.0268293205863534,-0.0221605415710175,0.0131235966891689
1983-02-28,0.0259,0.0288,0.0066,-0.0036,0.0101,0.0062,0.0369,-0.0038,0.0265,-0.0312086,0.013038,0.030014,0.0694,0.0832579123152632,0.0115190364657058,-0.0086927556205431
1983-03-31,0.0281,0.0137,0.0206,-0.0019,0.0279999999999999,0.0063,0.0088,0.0101,0.0034,0.04017853,0.029854,0.01239,0.0881,0.0653088608610753,0.0102031820754727,0.0152370724254832
1983-04-29,0.0665,0.0043,0.0043,-0.0007,0.0151,0.0070999999999999,0.0163,0.0302999999999999,-0.0058,0.03559141,0.0229009999999999,0.005907,0.1125,0.046668469396117,-0.0064649673758661,0.0036136704988622
1983-05-31,0.0051,0.0626,-0.0139999999999999,-0.0181,-0.0143,0.0069,-0.0155,-0.0200999999999999,0.027,0.0181668,-0.014146,-0.035946,-0.0259,0.0312687627690549,-0.0215574565458602,0.0030821947494209
1983-06-30,0.0306999999999999,0.0116,-0.0389,0.0255,-0.0078,0.0067,0.0183,-0.0084,0.0023,0.00092081,-0.011814,0.016003,-0.0006,0.0288417613764193,0.0210861540161398,-0.0394115774610919
